id1	id2
JUN	SMAD2
JUN	SMAD3
JUN	SMAD4
JUN	SMAD5
JUN	SMAD9
LEFTY1	MAP3K7CL
LEFTY1	MAP3K7CL
LEFTY1	MAP3K7
LEFTY1	MAP3K7
LEFTY1	SMAD1
LEFTY1	SMAD1
LEFTY1	SMAD2
LEFTY1	SMAD2
LEFTY1	SMAD3
LEFTY1	SMAD3
LEFTY1	SMAD5
LEFTY1	SMAD5
LEFTY1	SMAD9
LEFTY1	SMAD9
LEFTY1	TGFBR1
LEFTY1	TGFBR2
LEFTY2	MAP3K7CL
LEFTY2	MAP3K7CL
LEFTY2	MAP3K7
LEFTY2	MAP3K7
LEFTY2	SMAD1
LEFTY2	SMAD1
LEFTY2	SMAD2
LEFTY2	SMAD2
LEFTY2	SMAD3
LEFTY2	SMAD3
LEFTY2	SMAD5
LEFTY2	SMAD5
LEFTY2	SMAD9
LEFTY2	SMAD9
LEFTY2	TGFBR1
LEFTY2	TGFBR2
MAP3K7CL	MAPK10
MAP3K7CL	MAPK10
MAP3K7CL	MAPK11
MAP3K7CL	MAPK11
MAP3K7CL	MAPK12
MAP3K7CL	MAPK12
MAP3K7CL	MAPK13
MAP3K7CL	MAPK13
MAP3K7CL	MAPK14
MAP3K7CL	MAPK14
MAP3K7CL	MAPK8
MAP3K7CL	MAPK8
MAP3K7CL	MAPK9
MAP3K7CL	MAPK9
MAP3K7CL	TAB1
MAP3K7	MAPK10
MAP3K7	MAPK10
MAP3K7	MAPK11
MAP3K7	MAPK11
MAP3K7	MAPK12
MAP3K7	MAPK12
MAP3K7	MAPK13
MAP3K7	MAPK13
MAP3K7	MAPK14
MAP3K7	MAPK14
MAP3K7	MAPK8
MAP3K7	MAPK8
MAP3K7	MAPK9
MAP3K7	MAPK9
MAP3K7	TAB1
MSTN	MAP3K7CL
MSTN	MAP3K7CL
MSTN	MAP3K7
MSTN	MAP3K7
MSTN	SMAD1
MSTN	SMAD1
MSTN	SMAD2
MSTN	SMAD2
MSTN	SMAD3
MSTN	SMAD3
MSTN	SMAD5
MSTN	SMAD5
MSTN	SMAD9
MSTN	SMAD9
MSTN	TGFBR1
MSTN	TGFBR2
NODAL	MAP3K7CL
NODAL	MAP3K7CL
NODAL	MAP3K7
NODAL	MAP3K7
NODAL	SMAD1
NODAL	SMAD1
NODAL	SMAD2
NODAL	SMAD2
NODAL	SMAD3
NODAL	SMAD3
NODAL	SMAD5
NODAL	SMAD5
NODAL	SMAD9
NODAL	SMAD9
NODAL	TGFBR1
NODAL	TGFBR2
NRAS	MAPK1
NRAS	MAPK1
NRAS	MAPK3
NRAS	MAPK3
RRAS	MAPK1
RRAS	MAPK1
RRAS	MAPK3
RRAS	MAPK3
SKIL	SMAD1
SKIL	SMAD2
SKIL	SMAD3
SKIL	SMAD4
SKIL	SMAD5
SKIL	SMAD9
SKI	SMAD1
SKI	SMAD2
SKI	SMAD3
SKI	SMAD4
SKI	SMAD5
SKI	SMAD9
SMAD1	SMAD4
SMAD1	SMURF1
SMAD1	SMURF2
SMAD1	SNIP1
SMAD2	SMAD4
SMAD2	SMURF1
SMAD2	SMURF2
SMAD2	SNIP1
SMAD3	SMAD4
SMAD3	SMURF1
SMAD3	SMURF2
SMAD3	SNIP1
SMAD4	SMAD5
SMAD4	SMAD9
SMAD4	SNIP1
SMAD5	SMURF1
SMAD5	SMURF2
SMAD5	SNIP1
SMAD6	SMAD1
SMAD6	SMAD2
SMAD6	SMAD3
SMAD6	SMAD4
SMAD6	SMAD5
SMAD6	SMAD9
SMAD7	SMAD1
SMAD7	SMAD2
SMAD7	SMAD3
SMAD7	SMAD4
SMAD7	SMAD5
SMAD7	SMAD9
SMAD9	SMURF1
SMAD9	SMURF2
SMAD9	SNIP1
TAB1	MAPK10
TAB1	MAPK10
TAB1	MAPK11
TAB1	MAPK11
TAB1	MAPK12
TAB1	MAPK12
TAB1	MAPK13
TAB1	MAPK13
TAB1	MAPK14
TAB1	MAPK14
TAB1	MAPK8
TAB1	MAPK8
TAB1	MAPK9
TAB1	MAPK9
TGFB2	MAP3K7CL
TGFB2	MAP3K7CL
TGFB2	MAP3K7
TGFB2	MAP3K7
TGFB2	SMAD1
TGFB2	SMAD1
TGFB2	SMAD2
TGFB2	SMAD2
TGFB2	SMAD3
TGFB2	SMAD3
TGFB2	SMAD5
TGFB2	SMAD5
TGFB2	SMAD9
TGFB2	SMAD9
TGFB2	TGFBR1
TGFB2	TGFBR2
TGFB3	MAP3K7CL
TGFB3	MAP3K7CL
TGFB3	MAP3K7
TGFB3	MAP3K7
TGFB3	SMAD1
TGFB3	SMAD1
TGFB3	SMAD2
TGFB3	SMAD2
TGFB3	SMAD3
TGFB3	SMAD3
TGFB3	SMAD5
TGFB3	SMAD5
TGFB3	SMAD9
TGFB3	SMAD9
TGFB3	TGFBR1
TGFB3	TGFBR2
TGFBR1	MAP3K7CL
TGFBR1	MAP3K7CL
TGFBR1	MAP3K7
TGFBR1	MAP3K7
TGFBR1	SMAD1
TGFBR1	SMAD1
TGFBR1	SMAD2
TGFBR1	SMAD2
TGFBR1	SMAD3
TGFBR1	SMAD3
TGFBR1	SMAD5
TGFBR1	SMAD5
TGFBR1	SMAD9
TGFBR1	SMAD9
TGFBR1	TGFBR2
TGFBR1	TLL1
TGFBR1	TLL2
TGFBR2	MAP3K7CL
TGFBR2	MAP3K7CL
TGFBR2	MAP3K7
TGFBR2	MAP3K7
TGFBR2	SMAD1
TGFBR2	SMAD1
TGFBR2	SMAD2
TGFBR2	SMAD2
TGFBR2	SMAD3
TGFBR2	SMAD3
TGFBR2	SMAD5
TGFBR2	SMAD5
TGFBR2	SMAD9
TGFBR2	SMAD9
TGFBR2	TLL1
TGFBR2	TLL2
TLL1	MAP3K7CL
TLL1	MAP3K7CL
TLL1	MAP3K7
TLL1	MAP3K7
TLL1	SMAD1
TLL1	SMAD1
TLL1	SMAD2
TLL1	SMAD2
TLL1	SMAD3
TLL1	SMAD3
TLL1	SMAD5
TLL1	SMAD5
TLL1	SMAD9
TLL1	SMAD9
TLL2	MAP3K7CL
TLL2	MAP3K7CL
TLL2	MAP3K7
TLL2	MAP3K7
TLL2	SMAD1
TLL2	SMAD1
TLL2	SMAD2
TLL2	SMAD2
TLL2	SMAD3
TLL2	SMAD3
TLL2	SMAD5
TLL2	SMAD5
TLL2	SMAD9
TLL2	SMAD9
ZFYVE16	SMAD1
ZFYVE16	SMAD1
ZFYVE16	SMAD2
ZFYVE16	SMAD2
ZFYVE16	SMAD3
ZFYVE16	SMAD3
ZFYVE16	SMAD5
ZFYVE16	SMAD5
ZFYVE16	SMAD9
ZFYVE16	SMAD9
ZFYVE9	SMAD1
ZFYVE9	SMAD1
ZFYVE9	SMAD2
ZFYVE9	SMAD2
ZFYVE9	SMAD3
ZFYVE9	SMAD3
ZFYVE9	SMAD5
ZFYVE9	SMAD5
ZFYVE9	SMAD9
ZFYVE9	SMAD9
