GeneSymbol	UniprotID	Dependency
IARS2	SYIM_HUMAN	0.9673595775800196
ICE1	ICE1_HUMAN	0.855093612696401
IDH3A	IDH3A_HUMAN	0.6034246190314062
IFITM3	IFM3_HUMAN	0.970258852910394
IGBP1	IGBP1_HUMAN	0.9954525369596094
IGLON5	IGLO5_HUMAN	0.5516021172469435
IK	RED_HUMAN	0.9809126341025688
ILF2	ILF2_HUMAN	0.999858868455234
ILF3	ILF3_HUMAN	0.9634603066113964
IMMT	MIC60_HUMAN	0.5329293787750533
IMP3	IMP3_HUMAN	0.9709946106903702
IMP4	IMP4_HUMAN	0.9462410385480066
INCENP	INCE_HUMAN	0.9320471351344862
INO80	INO80_HUMAN	0.9758318918052542
INTS1	INT1_HUMAN	0.8078703734944851
INTS11	INT11_HUMAN	0.9998958713364636
INTS14	INT14_HUMAN	0.6074593363142632
INTS2	INT2_HUMAN	0.8054098706479998
INTS3	INT3_HUMAN	0.9999936430667516
INTS4	INT4_HUMAN	1.0
INTS5	INT5_HUMAN	0.9734076542370248
INTS7	INT7_HUMAN	0.8178841905317762
INTS8	INT8_HUMAN	0.967509080506884
INTS9	INT9_HUMAN	1.0
IPO11	IPO11_HUMAN	0.8709056131724108
IPO13	IPO13_HUMAN	0.9647512808709164
IPO7	IPO7_HUMAN	0.9780832479617252
IREB2	IREB2_HUMAN	0.9608443871583304
ISCA1	ISCA1_HUMAN	0.6119245275285118
ISCA2	ISCA2_HUMAN	0.8038446559272194
ISCU	ISCU_HUMAN	0.9979086350168932
ISG20L2	I20L2_HUMAN	0.9741504577670396
ISY1	ISY1_HUMAN	0.9303461843545556
KANSL1	KANL1_HUMAN	0.88380607857774
KANSL2	KANL2_HUMAN	0.9778245002692112
KANSL3	KANL3_HUMAN	0.966287858123845
KARS1	SYK_HUMAN	0.9991284159789852
KAT8	KAT8_HUMAN	0.99761400258045
KCMF1	KCMF1_HUMAN	0.9124501456994796
KCNA10	KCA10_HUMAN	0.5023218285664854
KDM2A	KDM2A_HUMAN	0.6880898618892781
KDM8	KDM8_HUMAN	0.8304725084011392
KEAP1	KEAP1_HUMAN	0.5405234800058423
KIF11	KIF11_HUMAN	0.999999999974529
KIF18A	KI18A_HUMAN	0.9659252660742548
KIF23	KIF23_HUMAN	1.0
KIN	KIN17_HUMAN	0.9998922149608602
KLC2	KLC2_HUMAN	0.7707414736323596
KMT5A	KMT5A_HUMAN	0.9130935511091688
KNL1	KNL1_HUMAN	0.8529232461184996
KPNB1	IMB1_HUMAN	1.0
KRI1	KRI1_HUMAN	0.8534625218329364
KRR1	KRR1_HUMAN	0.9912332148690868
KRTAP10-1	KR101_HUMAN	0.805206726130814
KRTAP10-9	KR109_HUMAN	0.8316614765606033
KRTAP4-11	KR411_HUMAN	0.8711880079719417
KRTAP4-2	KRA42_HUMAN	0.966256315809358
KTI12	KTI12_HUMAN	0.7510149012278022
LAMTOR3	LTOR3_HUMAN	0.5160862717784167
LARS1	SYLC_HUMAN	0.999864111095596
LARS2	SYLM_HUMAN	0.6873302250760536
LAS1L	LAS1L_HUMAN	0.988702528511632
LCE1F	LCE1F_HUMAN	0.9506358880242938
LCMT1	LCMT1_HUMAN	0.6060228833917998
LDHA	LDHA_HUMAN	0.6190999271252046
LENG1	LENG1_HUMAN	0.5875542360630599
LETM1	LETM1_HUMAN	0.9922473951687086
LONP1	LONM_HUMAN	0.9999362019059068
LRPPRC	LPPRC_HUMAN	0.9478784059013518
LRR1	LLR1_HUMAN	1.0
LRRC45	LRC45_HUMAN	0.6280900125212988
LSG1	LSG1_HUMAN	0.94967525265118
LSM11	LSM11_HUMAN	0.5191961217236397
LSM4	LSM4_HUMAN	1.0
LSM5	LSM5_HUMAN	0.9902421269542784
LSM6	LSM6_HUMAN	0.942184595207516
LSM7	LSM7_HUMAN	0.9984430870526546
LSM8	LSM8_HUMAN	0.9999999998494437
LTO1	LTO1_HUMAN	0.9913961785687126
LTV1	LTV1_HUMAN	0.9245250931176608
LUC7L3	LC7L3_HUMAN	0.9999967150561898
LYPLA1	LYPA1_HUMAN	0.8344086710192861
LYRM4	LYRM4_HUMAN	0.9705846977161978
MAD2L1	MD2L1_HUMAN	0.9999911446420684
MAD2L2	MD2L2_HUMAN	0.9301618193290724
MAGOH	MGN_HUMAN	0.7982104772741644
MAK16	MAK16_HUMAN	0.9999999999996094
MARS1	SYMC_HUMAN	0.9958409806142746
MARS2	SYMM_HUMAN	0.999970322340714
MASTL	GWL_HUMAN	0.9378939755173876
MAT2A	METK2_HUMAN	0.9985291016389022
MAX	MAX_HUMAN	0.9670700108260116
MBTPS1	MBTP1_HUMAN	0.936630149813156
MBTPS2	MBTP2_HUMAN	0.5598507214948277
MCL1	MCL1_HUMAN	0.96830168269197
MCM10	MCM10_HUMAN	0.918613380302586
MCM2	MCM2_HUMAN	0.994462209236206
MCM3	MCM3_HUMAN	0.974281759977011
MCM3AP	GANP_HUMAN	0.9995164213748212
MCM4	MCM4_HUMAN	0.9865919354075264
MCM5	MCM5_HUMAN	0.9999999998484128
MCM6	MCM6_HUMAN	0.980861636995756
MCM7	MCM7_HUMAN	0.9988934165737964
MCRIP1	MCRI1_HUMAN	0.727833429216325
MCRS1	MCRS1_HUMAN	0.8497011909535973
MDN1	MDN1_HUMAN	0.9764496049152176
MED1	MED1_HUMAN	0.91216411483218
MED10	MED10_HUMAN	0.6654265106020031
MED11	MED11_HUMAN	0.9963848512585496
MED14	MED14_HUMAN	0.977432616670706
MED17	MED17_HUMAN	0.8917383892957486
MED18	MED18_HUMAN	0.9226664614739
MED19	MED19_HUMAN	0.5185391630502855
MED20	MED20_HUMAN	0.970599556914826
MED21	MED21_HUMAN	0.9645843804281165
MED22	MED22_HUMAN	0.8398344372301514
MED26	MED26_HUMAN	0.8552373689147418
MED27	MED27_HUMAN	0.971170035474518
MED28	MED28_HUMAN	0.9630181841322212
MED29	MED29_HUMAN	0.9365807675661824
MED30	MED30_HUMAN	0.9999999908977372
MED31	MED31_HUMAN	0.999914431385879
MED4	MED4_HUMAN	0.9955038440981592
MED6	MED6_HUMAN	0.9999959528093552
MED7	MED7_HUMAN	0.960354586252704
MED8	MED8_HUMAN	0.9521579695143338
MED9	MED9_HUMAN	0.862766847330876
MEPCE	MEPCE_HUMAN	0.9615621185949992
METAP1	MAP11_HUMAN	0.7085900754196628
METAP2	MAP2_HUMAN	0.5306432005524806
METTL14	MET14_HUMAN	0.9680566411104722
METTL16	MET16_HUMAN	0.9897166662476536
METTL17	MET17_HUMAN	0.8912046888499257
METTL3	MTA70_HUMAN	0.5700487825664804
MFAP1	MFAP1_HUMAN	0.9980719313256564
MFN2	MFN2_HUMAN	0.5427516464429788
MIS18BP1	M18BP_HUMAN	0.7262457382260249
MMS19	MMS19_HUMAN	0.6716448469499907
MMS22L	MMS22_HUMAN	1.0
MNAT1	MAT1_HUMAN	0.7480400689107258
MOB4	PHOCN_HUMAN	0.7752665214404996
MPHOSPH10	MPP10_HUMAN	0.9908409135481788
MRE11	MRE11_HUMAN	0.8995064996676858
MRPL10	RM10_HUMAN	0.9397480704101911
MRPL12	RM12_HUMAN	0.9644600909277452
MRPL14	RM14_HUMAN	0.8570495800368916
MRPL16	RM16_HUMAN	0.8833185866159355
MRPL17	RM17_HUMAN	0.9264927674785558
MRPL19	RM19_HUMAN	0.92303011008289
MRPL20	RM20_HUMAN	0.7259456308719714
MRPL21	RM21_HUMAN	0.9946367738772752
MRPL22	RM22_HUMAN	0.9312099454250876
MRPL24	RM24_HUMAN	0.9757355068288104
MRPL27	RM27_HUMAN	0.7922900392215093
MRPL30	RM30_HUMAN	0.6258908293693175
MRPL34	RM34_HUMAN	0.9685727662048638
MRPL35	RM35_HUMAN	0.9074939496365516
MRPL38	RM38_HUMAN	0.9042768679643928
MRPL39	RM39_HUMAN	0.6524223264074048
MRPL4	RM04_HUMAN	0.9710462705690596
MRPL40	RM40_HUMAN	0.7723836122665376
MRPL41	RM41_HUMAN	0.9365400572090384
MRPL42	RM42_HUMAN	0.5606168731352461
MRPL43	RM43_HUMAN	0.9621117340449844
MRPL44	RM44_HUMAN	0.7650202140618563
MRPL45	RM45_HUMAN	0.8449128845561475
MRPL47	RM47_HUMAN	0.6993755382772366
MRPL49	RM49_HUMAN	0.9289863327802248
MRPL50	RM50_HUMAN	0.7018835939206781
MRPL51	RM51_HUMAN	0.8763932713969159
MRPL53	RM53_HUMAN	0.9767155343511544
MRPL54	RM54_HUMAN	0.5451254155598465
MRPL55	RM55_HUMAN	0.7840117697757167
MRPL57	RT63_HUMAN	0.992507309976893
MRPL9	RM09_HUMAN	0.7066298523121889
MRPS10	RT10_HUMAN	0.9131620594095802
MRPS12	RT12_HUMAN	0.9569033728946564
MRPS14	RT14_HUMAN	0.960970118960734
MRPS16	RT16_HUMAN	0.7978356937816646
MRPS18A	RT18A_HUMAN	0.7232777459694772
MRPS18B	RT18B_HUMAN	0.8956630783258454
MRPS2	RT02_HUMAN	0.5223400183475216
MRPS22	RT22_HUMAN	0.567443342360021
MRPS23	RT23_HUMAN	0.7712232642549568
MRPS25	RT25_HUMAN	0.9654446051872724
MRPS27	RT27_HUMAN	0.8104163182255578
MRPS30	RT30_HUMAN	0.73491744075081
MRPS31	RT31_HUMAN	0.6241672464466499
MRPS34	RT34_HUMAN	0.7710253719372626
MRPS5	RT05_HUMAN	0.9586173032939982
MRPS6	RT06_HUMAN	0.9762810384579772
MRPS7	RT07_HUMAN	0.5149623132412793
MSTO1	MSTO1_HUMAN	0.5437584375828413
MT1B	MT1B_HUMAN	0.5946956615115099
MT1E	MT1E_HUMAN	0.759490436819535
MT1G	MT1G_HUMAN	0.748761055041786
MT2A	MT2_HUMAN	0.8440502497280337
MTBP	MTBP_HUMAN	0.9996537200723832
MTG2	MTG2_HUMAN	0.9141866908177068
MTOR	MTOR_HUMAN	0.7980534391694837
MTPAP	PAPD1_HUMAN	0.9727623535343528
MTREX	MTREX_HUMAN	1.0
MVD	MVD1_HUMAN	0.9536227196832802
MVK	KIME_HUMAN	0.6259477948006763
MYBBP1A	MBB1A_HUMAN	0.8023599602319967
MYBL2	MYBB_HUMAN	0.7566300166364656
MYC	MYC_HUMAN	1.0
MYH9	MYH9_HUMAN	0.5714202190879522
NAA15	NAA15_HUMAN	0.9828370010406476
NAA20	NAA20_HUMAN	0.9595069081045988
NAA25	NAA25_HUMAN	0.7785081733173206
NAA35	NAA35_HUMAN	0.5162661632887171
NAA50	NAA50_HUMAN	0.9997029122793776
NACA	NACA_HUMAN	0.9559820886484433
NAE1	ULA1_HUMAN	0.9911811997282856
NAPA	SNAA_HUMAN	0.9641297985174226
NAPG	SNAG_HUMAN	0.5182597836659154
NARS1	SYNC_HUMAN	1.0
NARS2	SYNM_HUMAN	0.8179599118278991
NAT10	NAT10_HUMAN	0.9800582914146384
NBAS	NBAS_HUMAN	0.6539398667898493
NCAPD2	CND1_HUMAN	0.99045629757847
NCAPD3	CNDD3_HUMAN	0.8535545698146504
NCAPG	CND3_HUMAN	0.9999938145065022
NCAPG2	CNDG2_HUMAN	0.8855460933313752
NCAPH	CND2_HUMAN	0.9301397461083776
NCBP1	NCBP1_HUMAN	0.996374253866226
NCL	NUCL_HUMAN	0.6662902326127454
NCOA4	NCOA4_HUMAN	0.8207229358449415
NDC1	NDC1_HUMAN	0.7386705132564035
NDC80	NDC80_HUMAN	0.9920068960008456
NDUFA1	NDUA1_HUMAN	0.6032880726467765
NDUFA11	NDUAB_HUMAN	0.5951838387842757
NDUFA13	NDUAD_HUMAN	0.7207416161295178
NDUFA2	NDUA2_HUMAN	0.8238551108604643
NDUFB10	NDUBA_HUMAN	0.8017720043076648
NDUFB9	NDUB9_HUMAN	0.7521466747297187
NDUFC2	NDUC2_HUMAN	0.5316506293683106
NDUFS2	NDUS2_HUMAN	0.8042869042705301
NDUFS3	NDUS3_HUMAN	0.5821644201461412
NDUFS5	NDUS5_HUMAN	0.8980170638699421
NDUFS8	NDUS8_HUMAN	0.7576265348982072
NEDD1	NEDD1_HUMAN	0.9999851920084544
NEDD8	NEDD8_HUMAN	1.0
NELFA	NELFA_HUMAN	0.6942982524451203
NELFB	NELFB_HUMAN	0.7926509548596411
NELFCD	NELFD_HUMAN	0.667760641931374
NELFE	NELFE_HUMAN	0.648175842051721
NEPRO	NEPRO_HUMAN	0.999987808621322
NFKBIA	IKBA_HUMAN	0.9534949164753854
NFRKB	NFRKB_HUMAN	0.7389716162841388
NFS1	NFS1_HUMAN	0.9804404995953044
NFYB	NFYB_HUMAN	0.7962427137078527
NFYC	NFYC_HUMAN	0.8474756774286186
NGDN	NGDN_HUMAN	0.8121445593517613
NHP2	NHP2_HUMAN	0.9768693407574952
NIFK	MK67I_HUMAN	0.9999691221862748
NKAP	NKAP_HUMAN	0.9837667745414648
NLE1	NLE1_HUMAN	0.9458769610581612
NMD3	NMD3_HUMAN	0.978637343987238
NMT1	NMT1_HUMAN	0.8511631609884448
NOA1	NOA1_HUMAN	0.6791738685267095
NOB1	NOB1_HUMAN	0.9721942141408312
NOC2L	NOC2L_HUMAN	0.8400203021879222
NOC3L	NOC3L_HUMAN	0.8607051835864804
NOC4L	NOC4L_HUMAN	0.9206900645974726
NOL10	NOL10_HUMAN	0.9894562894835932
NOL11	NOL11_HUMAN	0.7942093958234818
NOL12	NOL12_HUMAN	0.8263551042352295
NOL6	NOL6_HUMAN	0.9737255911041172
NOL7	UTP16_HUMAN	0.9364696056807924
NOL8	NOL8_HUMAN	0.9428967942232266
NOL9	NOL9_HUMAN	0.9707127227789172
NOM1	NOM1_HUMAN	0.7787558694811598
NOP14	NOP14_HUMAN	0.9224370336691324
NOP16	NOP16_HUMAN	0.9757288180021898
NOP2	NOP2_HUMAN	0.9084656399174692
NOP53	NOP53_HUMAN	0.7001056896694685
NOP56	NOP56_HUMAN	0.9856529269080752
NOP58	NOP58_HUMAN	0.999995496162828
NOP9	NOP9_HUMAN	0.952592086161525
NOTO	NOTO_HUMAN	0.619382728774535
NPAT	NPAT_HUMAN	0.8396753925538338
NPB	NPB_HUMAN	0.9517540251890132
NPLOC4	NPL4_HUMAN	0.9999944628942125
NPM1	NPM_HUMAN	0.9321469050461308
NRBF2	NRBF2_HUMAN	0.9695954465948806
NRBP1	NRBP_HUMAN	0.9824453419261908
NRDE2	NRDE2_HUMAN	0.8274766927501636
NRF1	NRF1_HUMAN	0.9875269225568352
NSA2	NSA2_HUMAN	0.9692604553017572
NSL1	NSL1_HUMAN	0.9759780917162948
NSMCE1	NSE1_HUMAN	0.9067114480586445
NSMCE2	NSE2_HUMAN	0.840039382559298
NSMCE3	NSE3_HUMAN	0.951994859576724
NSMCE4A	NSE4A_HUMAN	0.6141141997808445
NSUN4	NSUN4_HUMAN	0.5457625416619786
NUBP1	NUBP1_HUMAN	0.9756530109836612
NUBP2	NUBP2_HUMAN	0.5994188394519506
NUDCD3	NUDC3_HUMAN	0.8364432976125471
NUDT21	CPSF5_HUMAN	0.9992566574564384
NUF2	NUF2_HUMAN	0.9999999963157156
NUFIP1	NUFP1_HUMAN	0.7447510103599485
NUMA1	NUMA1_HUMAN	0.8208421947143171
NUP107	NU107_HUMAN	0.9826671476855467
NUP133	NU133_HUMAN	0.9933239498275216
NUP153	NU153_HUMAN	0.7393666176165099
NUP155	NU155_HUMAN	0.9299789846013796
NUP160	NU160_HUMAN	0.9842851582682656
NUP205	NU205_HUMAN	0.9267925233627322
NUP214	NU214_HUMAN	0.9185612913900076
NUP43	NUP43_HUMAN	0.991247380098038
NUP54	NUP54_HUMAN	0.6852207628105828
NUP85	NUP85_HUMAN	0.9988448066837016
NUP88	NUP88_HUMAN	0.9996787622498444
NUP93	NUP93_HUMAN	0.9906286280197668
NUP98	NUP98_HUMAN	0.9642562022756608
NUS1	NGBR_HUMAN	0.9709920701598084
NUTF2	NTF2_HUMAN	0.9999958835762488
NVL	NVL_HUMAN	0.9971169593959008
NXF1	NXF1_HUMAN	0.82597086404077
OGT	OGT1_HUMAN	0.988214293844792
OIP5	MS18B_HUMAN	0.9685438970204148
OLFML3	OLFL3_HUMAN	0.5309328088056006
OR1D2	OR1D2_HUMAN	0.9441107785325408
OR2V1	OR2V1_HUMAN	0.5603131872910657
OR4X1	OR4X1_HUMAN	0.5550342899789015
OR51I2	O51I2_HUMAN	0.5610394831809512
OR6C6	OR6C6_HUMAN	0.7681277987307066
OR7A17	OR7AH_HUMAN	0.6963331736121945
ORC1	ORNT1_HUMAN	0.9340500116733552
ORC3	ORC3_HUMAN	0.887631086649746
ORC4	ORC4_HUMAN	0.8126068046366312
ORC5	ORC5_HUMAN	0.5453305356879488
ORC6	ORC6_HUMAN	0.9985576875041496
OSGEP	OSGEP_HUMAN	0.9923150339583836
OXA1L	OXA1L_HUMAN	0.955051987368404
PA2G4	PA2G4_HUMAN	0.705563128869845
PABPN1	PABP2_HUMAN	0.9997796147594732
PAF1	PAF1_HUMAN	0.7823313511814686
PAFAH1B1	LIS1_HUMAN	1.0
PAK1IP1	PK1IP_HUMAN	0.9999598434686644
PAM16	TIM16_HUMAN	0.9983585204120102
PARS2	SYPM_HUMAN	0.9344941552865954
PAXBP1	PAXB1_HUMAN	0.9026177112440992
PC	PYC_HUMAN	0.7027160624614333
PCBP1	PCBP1_HUMAN	0.9858298667105376
PCBP2	PCBP2_HUMAN	0.8977716678610853
PCF11	PCF11_HUMAN	0.8555366745993753
PCID2	PCID2_HUMAN	0.9947967238005913
PCNA	PCNA_HUMAN	1.0
PCNX3	PCX3_HUMAN	0.6632479423966214
PCYT1A	PCY1A_HUMAN	0.9700524195955648
PDAP1	HAP28_HUMAN	0.8731140471066344
PDCD11	RRP5_HUMAN	0.9937909200546802
PDCD2	PDCD2_HUMAN	0.7515683200993273
PDCD7	PDCD7_HUMAN	0.7179060197715621
PDE6G	CNRG_HUMAN	0.7114779200895989
PDPK1	PDPK1_HUMAN	0.8227587215374316
PDRG1	PDRG1_HUMAN	0.9922862957339028
PDSS1	DPS1_HUMAN	0.6566197378730559
PELO	PELO_HUMAN	0.9597347591904056
PELP1	PELP1_HUMAN	0.9529091105244002
PES1	PESC_HUMAN	0.9912911258281804
PFDN2	PFD2_HUMAN	0.9999998120574912
PFDN6	PFD6_HUMAN	0.9997494762486407
PFN1	PROF1_HUMAN	0.8877483878217852
PGD	6PGD_HUMAN	0.9507495648380732
PGS1	PGPS1_HUMAN	0.8836196519549938
PHAX	PHAX_HUMAN	0.9334827867686358
PHB1	PHB1_HUMAN	1.0
PHB2	PHB2_HUMAN	0.9997045084879916
PHF5A	PHF5A_HUMAN	0.9961741176606635
PIK3C3	PK3C3_HUMAN	0.9241739322297028
PIK3CA	PK3CA_HUMAN	0.5660371384552548
PIP5K1A	PI51A_HUMAN	0.582181397206093
PISD	PISD_HUMAN	0.9399168418851032
PKM	KPYM_HUMAN	0.8941611480379764
PKMYT1	PMYT1_HUMAN	0.97055242825975
PLEK	PLEK_HUMAN	0.5659174253742955
PLK1	PLK1_HUMAN	1.0
PLK4	PLK4_HUMAN	0.9998774693108544
PLRG1	PLRG1_HUMAN	0.9295663531323306
PMF1	PMF1_HUMAN	0.9919566780730968
PMPCA	MPPA_HUMAN	0.831320593679985
PMPCB	MPPB_HUMAN	1.0
PNISR	PNISR_HUMAN	0.5632915483154622
PNKP	PNKP_HUMAN	0.8903505478136107
PNN	PININ_HUMAN	0.9298023034077492
PNO1	PNO1_HUMAN	0.9689360105033868
PNPT1	PNPT1_HUMAN	0.9656045908499232
POLA1	DPOLA_HUMAN	0.9390857184282076
POLA2	DPOA2_HUMAN	0.9993554184806456
POLD1	DPOD1_HUMAN	1.0
POLD2	DPOD2_HUMAN	0.999859065219197
POLD3	DPOD3_HUMAN	0.9998196295429694
POLE	DPOE1_HUMAN	0.9765601046674118
POLE2	DPOE2_HUMAN	0.9999965228899936
POLR1A	RPA1_HUMAN	0.9999720452528134
POLR1B	RPA2_HUMAN	1.0
POLR1C	RPAC1_HUMAN	1.0
POLR1D	RPAC2_HUMAN	0.7110741097811255
POLR1E	RPA49_HUMAN	0.8631365843203087
POLR1F	RPA43_HUMAN	1.0
POLR1H	RPA12_HUMAN	0.9311257998481444
POLR2B	RPB2_HUMAN	1.0
POLR2C	RPB3_HUMAN	0.9973887742271572
POLR2D	RPB4_HUMAN	0.9999999999524446
POLR2E	RPAB1_HUMAN	0.9198400378574516
POLR2F	RPAB2_HUMAN	1.0
POLR2G	RPB7_HUMAN	0.9878753248145362
POLR2H	RPAB3_HUMAN	0.999977590193152
POLR2I	RPB9_HUMAN	0.999938409173058
POLR2K	RPAB4_HUMAN	0.9253014729434348
POLR2L	RPAB5_HUMAN	1.0
POLR2M	GL1AD_HUMAN	0.8358792630464466
POLR3A	RPC1_HUMAN	1.0
POLR3B	RPC2_HUMAN	0.9969832244262876
POLR3C	RPC3_HUMAN	0.9905599776006326
POLR3E	RPC5_HUMAN	0.806128547809674
POLR3F	RPC6_HUMAN	0.9999473458148894
POLR3H	RPC8_HUMAN	1.0
POLR3K	RPC10_HUMAN	0.9762537746346582
POLRMT	RPOM_HUMAN	0.9610074777959798
POMP	POMP_HUMAN	0.8772628882254715
POP1	POP1_HUMAN	0.9937237445799568
POP4	PYDC4_HUMAN	0.9826830715293812
POP5	POP5_HUMAN	0.9999607700514436
POP7	POP7_HUMAN	0.9415851763707436
PPA1	IPYR_HUMAN	0.9946401056748734
PPAN	SSF1_HUMAN	0.9686262536105008
PPAT	PUR1_HUMAN	0.5156997245373481
PPFIA1	LIPA1_HUMAN	0.7721585730883094
PPIA	PPIA_HUMAN	0.9826144666643856
PPIE	PPIE_HUMAN	0.8461956895044431
PPIL2	PPIL2_HUMAN	0.9999280508311892
PPIL4	PPIL4_HUMAN	0.7911694288403848
PPP1CA	PP1A_HUMAN	0.8083030444829981
PPP1CB	PP1B_HUMAN	0.9191057411735306
PPP1R10	PP1RA_HUMAN	0.9768084729938512
PPP1R12A	MYPT1_HUMAN	0.543256651422518
PPP1R15B	PR15B_HUMAN	0.9772237530169962
PPP1R7	PP1R7_HUMAN	0.972945851599439
PPP1R8	PP1R8_HUMAN	0.9771881378412188
PPP2CA	PP2AA_HUMAN	1.0
PPP2R1A	2AAA_HUMAN	0.9813577575400004
PPP4C	PP4C_HUMAN	0.9798917675805462
PPP6C	PPP6_HUMAN	0.6106212663455308
PPWD1	PPWD1_HUMAN	1.0
PRAC1	PRAC1_HUMAN	0.7403012818135357
PRB2	PRB2_HUMAN	0.6081804064302446
PRC1	PRC1_HUMAN	0.9994952453922572
PRCC	PRCC_HUMAN	0.7060158716912645
PREB	SEC12_HUMAN	0.8986239009667087
PRELID1	PRLD1_HUMAN	1.0
PRELID3B	PLD3B_HUMAN	0.9999955713389608
PRIM1	PRI1_HUMAN	0.9998590144055424
PRKRA	PRKRA_HUMAN	0.9274503891173664
PRMT1	ANM1_HUMAN	0.9617949438076616
PRMT5	ANM5_HUMAN	0.962432572964437
PRORP	MRPP3_HUMAN	0.9331697898720228
PRP4K	PRP4K_HUMAN	0.7412850130002927
PRPF18	PRP18_HUMAN	0.8632062201771494
PRPF19	PRP19_HUMAN	1.0
PRPF3	PRPF3_HUMAN	0.980285813377248
PRPF31	PRP31_HUMAN	1.0
PRPF38A	PR38A_HUMAN	1.0
PRPF38B	PR38B_HUMAN	1.0
PRPF4	PRP4_HUMAN	0.9994218672554148
PRPF40A	PR40A_HUMAN	0.9305733557791896
PRPF6	PRP6_HUMAN	0.9653854346921305
PRPF8	PRP8_HUMAN	1.0
PRR13	PRR13_HUMAN	0.6559771427488258
PRRC2A	PRC2A_HUMAN	0.8101050421637801
PSMA1	PSA1_HUMAN	1.0
PSMA2	PSA2_HUMAN	1.0
PSMA3	PSA3_HUMAN	1.0
PSMA4	PSA4_HUMAN	1.0
PSMA5	PSA5_HUMAN	1.0
PSMA6	PSA6_HUMAN	1.0
PSMB1	PSB1_HUMAN	0.9985034898158776
PSMB2	PSB2_HUMAN	1.0
PSMB3	PSB3_HUMAN	1.0
PSMB4	PSB4_HUMAN	1.0
PSMB5	PSB5_HUMAN	0.986483100049329
PSMB6	PSB6_HUMAN	0.9990585491184846
PSMB7	PSB7_HUMAN	0.9843207420709178
PSMC1	PRS4_HUMAN	0.9854255367798532
PSMC2	PRS7_HUMAN	0.9910520806741248
PSMC3	PRS6A_HUMAN	0.9994205409093824
PSMC4	PRS6B_HUMAN	0.9888556976263232
PSMC5	PRS8_HUMAN	0.9998783737547372
PSMC6	PRS10_HUMAN	0.9998937388000716
PSMD1	PSMD1_HUMAN	0.964899502038662
PSMD11	PSD11_HUMAN	0.9812652566035104
PSMD12	PSD12_HUMAN	0.9999270282881406
PSMD13	PSD13_HUMAN	0.901557981358494
PSMD14	PSDE_HUMAN	0.9745734902214924
PSMD2	PSMD2_HUMAN	0.9666124286714272
PSMD3	PSMD3_HUMAN	0.9931144682364532
PSMD4	PSMD4_HUMAN	0.9771353159862292
PSMD6	PSMD6_HUMAN	1.0
PSMD7	PSMD7_HUMAN	0.9794089437892116
PSMD8	PSMD8_HUMAN	0.6711884482762686
PSMG1	PSMG1_HUMAN	0.9279009309024004
PSMG2	PSMG2_HUMAN	0.9897290688949208
PSMG3	PSMG3_HUMAN	0.984070303056234
PTAR1	PTAR1_HUMAN	0.53071476436387
PTCD3	PTCD3_HUMAN	0.9993978265878408
PTDSS1	PTSS1_HUMAN	0.9475215025424338
PTGES3	TEBP_HUMAN	0.6704840722675005
PTP4A1	TP4A1_HUMAN	0.5379392991000637
PTPA	PTPA_HUMAN	0.5701487527247249
PTPMT1	PTPM1_HUMAN	0.88512144268915
PTPN11	PTN11_HUMAN	0.7610521294589757
PTPN23	PTN23_HUMAN	0.9817036982442652
PUF60	PUF60_HUMAN	1.0
PWP1	PWP1_HUMAN	0.7159339616230436
PYROXD1	PYRD1_HUMAN	1.0
QARS1	SYQ_HUMAN	0.999833093880958
QRSL1	GATA_HUMAN	0.7919118979455916
RAB1B	RAB1B_HUMAN	0.8277253039578991
RAB7A	RAB7A_HUMAN	0.5033518544995699
RABGGTA	PGTA_HUMAN	0.9590547795484482
RABGGTB	PGTB2_HUMAN	0.97935384612113
RAC3	NCOA3_HUMAN	0.7654126194599253
RACGAP1	RGAP1_HUMAN	0.9999926664260028
RACK1	RACK1_HUMAN	1.0
RAD1	RAD1_HUMAN	0.7444847923334046
RAD17	RAD17_HUMAN	0.9998939539046616
RAD21	RAD21_HUMAN	0.9832747914741672
RAD51	RAD51_HUMAN	0.9999048459453912
RAD51C	RA51C_HUMAN	0.9828214376861372
RAD9A	RAD9A_HUMAN	0.926036735339215
RAE1	RAE1L_HUMAN	0.984561683010194
RANBP2	RBP2_HUMAN	0.8112796637476981
RANGAP1	RAGP1_HUMAN	0.9966112046676464
RAP1B	RAP1B_HUMAN	0.7136646523779442
RARS1	SYRC_HUMAN	0.969257558411
RARS2	SYRM_HUMAN	0.9881929321832325
RBBP4	RBBP4_HUMAN	0.9729286999130726
RBBP5	RBBP5_HUMAN	0.8863056907186706
RBBP6	RBBP6_HUMAN	0.951216701043546
RBBP8	CTIP_HUMAN	0.7457856727596334
RBM14	RBM14_HUMAN	0.994643425637734
RBM17	SPF45_HUMAN	0.9929019466645056
RBM19	RBM19_HUMAN	0.7550751908443368
RBM22	RBM22_HUMAN	0.9922546797899232
RBM25	RBM25_HUMAN	0.9774465395819928
RBM28	RBM28_HUMAN	0.8751204093442119
RBM39	RBM39_HUMAN	1.0
RBM42	RBM42_HUMAN	0.7973730930115612
RBM48	RBM48_HUMAN	0.7587791148051817
RBM5	RBM5_HUMAN	0.9320940648663572
RBMX	RBMX_HUMAN	0.9867771065725228
RBMX2	RBMX2_HUMAN	0.9001092242476804
