From	Entry	Reviewed
ENSG00000151612	Q17R98	reviewed
ENSG00000151615	Q12837	reviewed
ENSG00000151623	P08235	reviewed
ENSG00000151650	O95231	reviewed
ENSG00000151702	Q01543	reviewed
ENSG00000152192	Q01851	reviewed
ENSG00000152217	Q9Y6X0	reviewed
ENSG00000152284	Q9HCS4	reviewed
ENSG00000152433	Q8IVP9	reviewed
ENSG00000152439	Q6PK81	reviewed
ENSG00000152443	Q68DI1	reviewed
ENSG00000152454	Q9Y2P7	reviewed
ENSG00000152467	Q8NBB4	reviewed
ENSG00000152475	Q96EG3	reviewed
ENSG00000152784	Q9NQV8	reviewed
ENSG00000152804	Q03014	reviewed
ENSG00000152926	Q03924	reviewed
ENSG00000152977	Q15915	reviewed
ENSG00000153048	Q9Y2V2	reviewed
ENSG00000153207	Q8WYP5	reviewed
ENSG00000153234	P43354	reviewed
ENSG00000153266	Q8TBJ5	reviewed
ENSG00000153560	Q9NZI7	reviewed
ENSG00000153779	Q8IUE1	reviewed
ENSG00000153814	Q86VZ6	reviewed
ENSG00000153879	P53567	reviewed
ENSG00000153896	Q96NL3	reviewed
ENSG00000154655	Q8NA19	reviewed
ENSG00000154727	Q06546	reviewed
ENSG00000154957	P17022	reviewed
ENSG00000155090	Q13118	reviewed
ENSG00000155545	Q7Z3K6	reviewed
ENSG00000155592	Q63HK3	reviewed
ENSG00000155966	P51816	reviewed
ENSG00000156030	Q6PJG2	reviewed
ENSG00000156127	Q16520	reviewed
ENSG00000156150	O95076	reviewed
ENSG00000156273	O14867	reviewed
ENSG00000156853	Q96CS4	reviewed
ENSG00000156925	O60481	reviewed
ENSG00000157259	Q8WUU5	reviewed
ENSG00000157429	P17023	reviewed
ENSG00000157514	Q99576	reviewed
ENSG00000157554	P11308	reviewed
ENSG00000157557	P15036	reviewed
ENSG00000157613	Q96BA8	reviewed
ENSG00000157657	Q5T7W0	reviewed
ENSG00000158055	Q8TE85	reviewed
ENSG00000158691	O43309	reviewed
ENSG00000158711	P28324	reviewed
ENSG00000158773	P22415	reviewed
ENSG00000158805	Q8N554	reviewed
ENSG00000159086	Q9Y5B6	reviewed
ENSG00000159140	P18583	reviewed
ENSG00000159184	Q92826	reviewed
ENSG00000159216	Q01196	reviewed
ENSG00000159263	Q14190	reviewed
ENSG00000159387	P78412	reviewed
ENSG00000159556	Q96A47	reviewed
ENSG00000159592	Q9HC44	reviewed
ENSG00000159882	Q9UIE0	reviewed
ENSG00000159885	Q9UK12	reviewed
ENSG00000159905	Q9UK13	reviewed
ENSG00000159915	A6NK53	reviewed
ENSG00000159917	Q14590	reviewed
ENSG00000160062	Q96BR9	reviewed
ENSG00000160094	Q5T0B9	reviewed
ENSG00000160113	P10588	reviewed
ENSG00000160199	P55347	reviewed
ENSG00000160224	O43918	reviewed
ENSG00000160229	Q6ZN08	reviewed
ENSG00000160321	O43345	reviewed
ENSG00000160336	Q86XN6	reviewed
ENSG00000160352	A0A087WU35	unreviewed
ENSG00000160352	A0A087WV13	unreviewed
ENSG00000160352	A0A087WX89	unreviewed
ENSG00000160352	A0A087X1X4	unreviewed
ENSG00000160352	A0A087X1Z8	unreviewed
ENSG00000160352	I3L2D0	unreviewed
ENSG00000160352	M0QY60	unreviewed
ENSG00000160685	O15156	reviewed
ENSG00000160908	Q53GI3	reviewed
ENSG00000160961	Q96JL9	reviewed
ENSG00000160973	O75593	reviewed
ENSG00000161277	Q8NA92	reviewed
ENSG00000161298	Q96SR6	reviewed
ENSG00000161405	Q9UKT9	reviewed
ENSG00000161551	Q9BSK1	reviewed
ENSG00000161642	Q96PM9	reviewed
ENSG00000161914	Q96CK0	reviewed
ENSG00000161940	Q8N143	reviewed
ENSG00000162086	Q96N20	reviewed
ENSG00000162367	P17542	reviewed
ENSG00000162419	Q9Y692	reviewed
ENSG00000162599	Q12857	reviewed
ENSG00000162601	Q5VVJ2	reviewed
ENSG00000162624	Q68G74	reviewed
ENSG00000162664	Q5BKZ1	reviewed
ENSG00000162676	Q99684	reviewed
ENSG00000162702	Q9Y2X9	reviewed
ENSG00000162714	Q96IT1	reviewed
ENSG00000162761	Q8TE12	reviewed
ENSG00000162772	P18847	reviewed
ENSG00000162924	Q04864	reviewed
ENSG00000162992	Q13562	reviewed
ENSG00000163064	Q05925	reviewed
ENSG00000163132	P28360	reviewed
ENSG00000163435	P78545	reviewed
ENSG00000163497	Q99581	reviewed
ENSG00000163508	O95936	reviewed
ENSG00000163623	P78426	reviewed
ENSG00000163666	Q9UBX0	reviewed
ENSG00000163792	Q7RTU1	reviewed
ENSG00000163795	Q8N8E2	reviewed
ENSG00000163848	Q9UQR1	reviewed
ENSG00000163884	Q9UIH9	reviewed
ENSG00000163909	Q9NQ87	reviewed
ENSG00000163939	Q86U86	reviewed
ENSG00000164011	Q5VV52	reviewed
ENSG00000164048	Q86UQ0	reviewed
ENSG00000164093	Q99697	reviewed
ENSG00000164104	P26583	reviewed
ENSG00000164107	P61296	reviewed
ENSG00000164256	Q9NQV7	reviewed
ENSG00000164299	Q9BXG8	reviewed
ENSG00000164330	Q9UH73	reviewed
ENSG00000164334	A1A519	reviewed
ENSG00000164379	Q9C009	reviewed
ENSG00000164438	O43711	reviewed
ENSG00000164458	O15178	reviewed
ENSG00000164463	Q8IUR6	reviewed
ENSG00000164532	Q9UMR3	reviewed
ENSG00000164600	Q96NK8	reviewed
ENSG00000164631	P17014	reviewed
ENSG00000164651	Q8IXZ3	reviewed
ENSG00000164683	Q9Y5J3	reviewed
ENSG00000164684	Q6ZNC4	reviewed
ENSG00000164736	Q9H6I2	reviewed
ENSG00000164749	Q14541	reviewed
ENSG00000164778	P19622	reviewed
ENSG00000164853	A6NJT0	reviewed
ENSG00000164900	Q14549	reviewed
ENSG00000164916	P85037	reviewed
ENSG00000164920	Q8N2R0	reviewed
ENSG00000165030	Q16649	reviewed
ENSG00000165066	A6NJ46	reviewed
ENSG00000165156	Q9UKY1	reviewed
ENSG00000165244	Q7RTV3	reviewed
ENSG00000165259	Q7Z353	reviewed
ENSG00000165462	O14813	reviewed
ENSG00000165495	Q96KN3	reviewed
ENSG00000165512	P17026	reviewed
ENSG00000165556	Q99626	reviewed
ENSG00000165588	P32243	reviewed
ENSG00000165606	A6NNA5	reviewed
ENSG00000165643	Q5JUK2	reviewed
ENSG00000165655	Q96F45	reviewed
ENSG00000165684	Q5SXM2	reviewed
ENSG00000165702	Q5VTD9	reviewed
ENSG00000165804	Q9P2Y4	reviewed
ENSG00000165821	Q9Y467	reviewed
ENSG00000165891	Q96AV8	reviewed
ENSG00000166188	Q9P2F9	reviewed
ENSG00000166211	Q8N5J4	reviewed
ENSG00000166261	O95125	reviewed
ENSG00000166268	Q96LU7	reviewed
ENSG00000166349	P15918	reviewed
ENSG00000166402	P50607	reviewed
ENSG00000166454	O43313	reviewed
ENSG00000166478	P52747	reviewed
ENSG00000166526	P17036	reviewed
ENSG00000166529	Q9Y5A6	reviewed
ENSG00000166704	Q8WXB4	reviewed
ENSG00000166716	Q92610	reviewed
ENSG00000166823	Q9BRJ9	reviewed
ENSG00000166860	O15060	reviewed
ENSG00000166888	P42226	reviewed
ENSG00000166925	Q9Y3Q8	reviewed
ENSG00000166949	P84022	reviewed
ENSG00000167034	Q99801	reviewed
ENSG00000167074	Q10587	reviewed
ENSG00000167081	P40426	reviewed
ENSG00000167085	P35232	reviewed
ENSG00000167157	Q99811	reviewed
ENSG00000167182	Q02086	reviewed
ENSG00000167232	Q05481	reviewed
ENSG00000167377	P17027	reviewed
ENSG00000167380	Q9NYT6	reviewed
ENSG00000167384	Q9UJW8	reviewed
ENSG00000167394	Q96K58	reviewed
ENSG00000167395	O15015	reviewed
ENSG00000167491	Q86YP4	reviewed
ENSG00000167528	Q96N77	reviewed
ENSG00000167554	Q8N9Z0	reviewed
ENSG00000167555	Q3MIS6	reviewed
ENSG00000167562	Q9NV72	reviewed
ENSG00000167625	Q8TF50	reviewed
ENSG00000167635	Q15072	reviewed
ENSG00000167637	Q8N7M2	reviewed
ENSG00000167685	Q8N0Y2	reviewed
ENSG00000167766	P51522	reviewed
ENSG00000167771	Q8IZ40	reviewed
ENSG00000167785	Q96NG5	reviewed
ENSG00000167800	O75333	reviewed
ENSG00000167840	Q9UNY5	reviewed
ENSG00000167967	Q66K89	reviewed
ENSG00000167981	Q96LX8	reviewed
ENSG00000168062	Q8N1L9	reviewed
ENSG00000168152	Q9H5L6	reviewed
ENSG00000168214	Q06330	reviewed
ENSG00000168267	Q7RTS3	reviewed
ENSG00000168269	Q12951	reviewed
ENSG00000168286	Q96EK4	reviewed
ENSG00000168310	P14316	reviewed
ENSG00000168348	Q96T92	reviewed
ENSG00000168505	P52951	reviewed
ENSG00000168610	P40763	reviewed
ENSG00000168661	P17039	reviewed
ENSG00000168769	Q6N021	reviewed
ENSG00000168779	O60902	reviewed
ENSG00000168795	O15062	reviewed
ENSG00000168813	Q8TCN5	reviewed
ENSG00000168826	Q6ZSB9	reviewed
ENSG00000168874	Q96SQ7	reviewed
ENSG00000168875	O95416	reviewed
ENSG00000168916	Q9ULD9	reviewed
ENSG00000169016	O75461	reviewed
ENSG00000169057	P51608	reviewed
ENSG00000169083	P10275	reviewed
ENSG00000169131	O60765	reviewed
ENSG00000169136	Q9Y2D1	reviewed
ENSG00000169155	O43298	reviewed
ENSG00000169297	P51843	reviewed
ENSG00000169548	P59817	reviewed
ENSG00000169554	O60315	reviewed
ENSG00000169594	Q01954	reviewed
ENSG00000169635	Q96JB3	reviewed
ENSG00000169714	P62633	reviewed
ENSG00000169740	P17041	reviewed
ENSG00000169840	Q9H4S2	reviewed
ENSG00000169856	Q9UBC0	reviewed
ENSG00000169926	Q9Y2Y9	reviewed
ENSG00000169946	Q8WW38	reviewed
ENSG00000169951	Q96H86	reviewed
ENSG00000169953	Q96LI6	reviewed
ENSG00000169955	Q9BV97	reviewed
ENSG00000169957	Q9H5H4	reviewed
ENSG00000169981	P13682	reviewed
ENSG00000170100	Q96MU6	reviewed
ENSG00000170122	Q12950	reviewed
ENSG00000170166	P09016	reviewed
ENSG00000170178	P35452	reviewed
ENSG00000170260	Q9UDV6	reviewed
ENSG00000170265	Q9UDV7	reviewed
ENSG00000170322	Q6P4R8	reviewed
ENSG00000170325	Q9NQV6	reviewed
ENSG00000170345	P01100	reviewed
ENSG00000170365	Q15797	reviewed
ENSG00000170370	Q04743	reviewed
ENSG00000170374	Q8TDD2	reviewed
ENSG00000170448	Q6ZNB6	reviewed
ENSG00000170485	Q99743	reviewed
ENSG00000170549	P78414	reviewed
ENSG00000170561	Q9BZI1	reviewed
ENSG00000170577	Q9NPC8	reviewed
ENSG00000170581	P52630	reviewed
ENSG00000170608	P55318	reviewed
ENSG00000170631	P17020	reviewed
ENSG00000170653	P17544	reviewed
ENSG00000170684	Q8WUU4	reviewed
ENSG00000170689	P17482	reviewed
ENSG00000170802	P32314	reviewed
ENSG00000170949	Q9HCG1	reviewed
ENSG00000170954	Q09FC8	reviewed
ENSG00000171056	Q9BT81	reviewed
ENSG00000171116	Q9UBD0	reviewed
ENSG00000171161	Q499Z4	reviewed
ENSG00000171163	Q9BU19	reviewed
ENSG00000171223	P17275	reviewed
ENSG00000171291	Q8NDP4	reviewed
ENSG00000171295	Q8IYI8	reviewed
ENSG00000171425	Q9P0T4	reviewed
ENSG00000171443	Q96C55	reviewed
ENSG00000171448	Q9HCK0	reviewed
ENSG00000171466	Q6V9R5	reviewed
ENSG00000171467	Q5VUA4	reviewed
ENSG00000171469	Q8N587	reviewed
ENSG00000171476	Q9BPY8	reviewed
ENSG00000171532	Q15784	reviewed
ENSG00000171540	Q5XKR4	reviewed
ENSG00000171574	Q8IVC4	reviewed
ENSG00000171606	Q96GC6	reviewed
ENSG00000171649	Q3SY52	reviewed
ENSG00000171735	Q9Y6Y1	reviewed
ENSG00000171786	Q02575	reviewed
ENSG00000171817	Q8NDQ6	reviewed
ENSG00000171827	Q96NI8	reviewed
ENSG00000171872	Q5JT82	reviewed
ENSG00000171940	O75362	reviewed
ENSG00000171956	Q99853	reviewed
ENSG00000171970	Q68EA5	reviewed
ENSG00000172000	Q9HAH1	reviewed
ENSG00000172006	Q86TJ5	reviewed
ENSG00000172059	O14901	reviewed
ENSG00000172201	P47928	reviewed
ENSG00000172216	P17676	reviewed
ENSG00000172238	Q92858	reviewed
ENSG00000172262	P52739	reviewed
ENSG00000172273	Q9BQA5	reviewed
ENSG00000172346	Q9Y534	reviewed
ENSG00000172379	Q9HBZ2	reviewed
ENSG00000172466	P17028	reviewed
ENSG00000172468	Q96LI6	reviewed
ENSG00000172493	P51825	reviewed
ENSG00000172687	Q8NE65	reviewed
ENSG00000172733	Q9UJV8	reviewed
ENSG00000172748	Q8TC21	reviewed
ENSG00000172789	Q00444	reviewed
ENSG00000172818	O14753	reviewed
ENSG00000172819	P13631	reviewed
ENSG00000172845	Q02447	reviewed
ENSG00000172888	Q6ZSS3	reviewed
ENSG00000173011	Q86TJ2	reviewed
ENSG00000173039	Q04206	reviewed
ENSG00000173041	Q8NEM1	reviewed
ENSG00000173068	Q6ZN30	reviewed
ENSG00000173153	P11474	reviewed
ENSG00000173253	Q9Y5R5	reviewed
ENSG00000173258	Q8TF39	reviewed
ENSG00000173275	Q6P9G9	reviewed
ENSG00000173276	Q9ULJ3	reviewed
ENSG00000173404	Q01101	reviewed
ENSG00000173451	Q9H0W7	reviewed
ENSG00000173473	Q92922	reviewed
ENSG00000173480	Q8TAU3	reviewed
ENSG00000173545	Q969S3	reviewed
ENSG00000173673	Q5TGS1	reviewed
ENSG00000173757	P51692	reviewed
ENSG00000173875	Q3KP31	reviewed
ENSG00000173917	P14652	reviewed
ENSG00000173976	Q96IS3	reviewed
ENSG00000174197	Q8IWI9	reviewed
ENSG00000174255	P51504	reviewed
ENSG00000174279	Q03828	reviewed
ENSG00000174282	Q9P1Z0	reviewed
ENSG00000174306	Q9H4I2	reviewed
ENSG00000174332	Q8NBF1	reviewed
ENSG00000174428	Q6EKJ0	reviewed
ENSG00000174576	Q8IUM7	reviewed
ENSG00000174586	Q6ZNH5	reviewed
ENSG00000174652	Q14584	reviewed
ENSG00000174738	Q14995	reviewed
ENSG00000174796	Q8TBB0	reviewed
ENSG00000174963	Q8N9L1	reviewed
ENSG00000175105	Q8IZM8	reviewed
ENSG00000175197	P35638	reviewed
ENSG00000175213	Q9H9D4	reviewed
ENSG00000175322	Q8TB69	reviewed
ENSG00000175325	O75360	reviewed
ENSG00000175329	Q2M1V0	reviewed
ENSG00000175387	Q15796	reviewed
ENSG00000175395	P17030	reviewed
ENSG00000175592	P15407	reviewed
ENSG00000175691	Q15935	reviewed
ENSG00000175727	Q9HAP2	reviewed
ENSG00000175745	P10589	reviewed
ENSG00000175787	Q14929	reviewed
ENSG00000175832	P43268	reviewed
ENSG00000175879	P13378	reviewed
ENSG00000176009	Q9NQ33	reviewed
ENSG00000176024	Q6PF04	reviewed
ENSG00000176083	Q8IZ20	reviewed
ENSG00000176160	Q4G112	reviewed
ENSG00000176165	P55316	reviewed
ENSG00000176222	Q494X3	reviewed
ENSG00000176256	Q8WW32	reviewed
ENSG00000176293	P52742	reviewed
ENSG00000176302	Q6PIV2	reviewed
ENSG00000176371	Q7Z7L9	reviewed
ENSG00000176399	Q5VZB9	reviewed
ENSG00000176472	Q86XF7	reviewed
ENSG00000176542	Q68DE3	reviewed
ENSG00000176678	Q12952	reviewed
ENSG00000176679	Q8IUE0	reviewed
ENSG00000176692	Q99958	reviewed
ENSG00000176842	P78411	reviewed
ENSG00000176887	P35716	reviewed
ENSG00000176946	Q8WY91	reviewed
ENSG00000177030	O75398	reviewed
ENSG00000177045	Q8N196	reviewed
ENSG00000177125	A0A0C4DFQ2	unreviewed
ENSG00000177125	A0A8Q3WKM1	unreviewed
ENSG00000177311	Q8NAP3	reviewed
ENSG00000177374	Q14526	reviewed
ENSG00000177426	Q15583	reviewed
ENSG00000177463	P49116	reviewed
ENSG00000177468	Q7RTU3	reviewed
ENSG00000177485	Q86T24	reviewed
ENSG00000177494	Q9BTP6	reviewed
ENSG00000177508	P78415	reviewed
ENSG00000177551	Q02577	reviewed
ENSG00000177599	Q8N8L2	reviewed
ENSG00000177606	P05412	reviewed
ENSG00000177683	Q7Z6K1	reviewed
ENSG00000177732	O15370	reviewed
ENSG00000177842	Q6ZNG0	reviewed
ENSG00000177873	Q8N2I2	reviewed
ENSG00000177888	Q5SVQ8	reviewed
ENSG00000177932	Q86Y25	reviewed
ENSG00000178150	Q8NC26	reviewed
ENSG00000178175	Q8N895	reviewed
ENSG00000178177	Q8N3X6	reviewed
ENSG00000178187	Q8N9F8	reviewed
ENSG00000178229	Q08ER8	reviewed
ENSG00000178338	Q96LW1	reviewed
ENSG00000178386	Q9UK11	reviewed
ENSG00000178403	Q9H2A3	reviewed
ENSG00000178573	O75444	reviewed
ENSG00000178662	Q8WYN3	reviewed
ENSG00000178665	Q8N859	reviewed
ENSG00000178764	Q9Y6X8	reviewed
ENSG00000178860	O60682	reviewed
ENSG00000178917	Q6ZMS4	reviewed
ENSG00000178919	O00358	reviewed
ENSG00000178928	A0A8V8TM49	unreviewed
ENSG00000178928	A0A8V8TMK4	unreviewed
ENSG00000178928	D2CFI5	unreviewed
ENSG00000178935	Q9H707	reviewed
ENSG00000178951	O95365	reviewed
ENSG00000179059	Q96MM3	reviewed
ENSG00000179111	Q9BYE0	reviewed
ENSG00000179195	Q8N3J9	reviewed
ENSG00000179348	P23769	reviewed
ENSG00000179361	Q8IVW6	reviewed
ENSG00000179388	Q06889	reviewed
ENSG00000179456	Q99592	reviewed
ENSG00000179528	Q6XYB7	reviewed
ENSG00000179588	Q8IX07	reviewed
ENSG00000179627	B2RXF5	reviewed
ENSG00000179632	Q9H063	reviewed
ENSG00000179772	O43638	reviewed
ENSG00000179774	Q8N100	reviewed
ENSG00000179909	Q13106	reviewed
ENSG00000179922	Q8NCA9	reviewed
ENSG00000179930	Q5T619	reviewed
ENSG00000179943	Q96SL8	reviewed
ENSG00000179965	Q7L3S4	reviewed
ENSG00000179981	Q6ZSZ6	reviewed
ENSG00000180035	Q96MX3	reviewed
ENSG00000180053	A6NCS4	reviewed
ENSG00000180257	Q0VGE8	reviewed
ENSG00000180318	Q15699	reviewed
ENSG00000180357	O15014	reviewed
ENSG00000180479	Q7Z3V5	reviewed
ENSG00000180532	Q8NAM6	reviewed
ENSG00000180535	Q7RTS1	reviewed
ENSG00000180613	Q9BZM3	reviewed
ENSG00000180626	Q96JF6	reviewed
ENSG00000180787	Q96NJ6	reviewed
ENSG00000180806	P31274	reviewed
ENSG00000180818	Q9NYD6	reviewed
ENSG00000180828	Q8NFJ8	reviewed
ENSG00000180855	Q9Y2A4	reviewed
ENSG00000180884	Q3KQV3	reviewed
ENSG00000180938	Q7Z3I7	reviewed
ENSG00000181007	Q8N141	reviewed
ENSG00000181135	Q96C28	reviewed
ENSG00000181220	Q6NUN9	reviewed
ENSG00000181315	Q6U7Q0	reviewed
ENSG00000181444	Q7Z7K2	reviewed
ENSG00000181449	P48431	reviewed
ENSG00000181450	Q5SXM1	reviewed
ENSG00000181472	Q8N680	reviewed
ENSG00000181638	Q8N8Y5	reviewed
ENSG00000181666	P10072	reviewed
ENSG00000181690	Q6DJT9	reviewed
ENSG00000181722	Q9HC78	reviewed
ENSG00000181827	Q2KHR2	reviewed
ENSG00000181894	Q86UD4	reviewed
ENSG00000181896	Q8IZC7	reviewed
ENSG00000181965	Q92886	reviewed
ENSG00000182111	A6NP11	reviewed
ENSG00000182141	P17019	reviewed
ENSG00000182158	Q70SY1	reviewed
ENSG00000182318	P10073	reviewed
ENSG00000182568	Q01826	reviewed
ENSG00000182742	P17483	reviewed
ENSG00000182759	Q8NHW3	reviewed
ENSG00000182903	Q8TF20	reviewed
ENSG00000182968	O00570	reviewed
ENSG00000182979	Q13330	reviewed
ENSG00000182983	Q6ZS27	reviewed
ENSG00000182986	A2RRD8	reviewed
ENSG00000183072	P52952	reviewed
ENSG00000183309	O75123	reviewed
ENSG00000183434	Q5H9I0	reviewed
ENSG00000183621	Q7Z4V0	reviewed
ENSG00000183647	Q6P9A1	reviewed
ENSG00000183733	Q6QHK4	reviewed
ENSG00000183734	Q99929	reviewed
ENSG00000183770	P58012	reviewed
ENSG00000183850	Q6ZMV8	reviewed
ENSG00000184058	O43435	reviewed
ENSG00000184221	Q8TAK6	reviewed
ENSG00000184271	A0A1B0GU61	unreviewed
ENSG00000184271	A0A1B0GVK9	unreviewed
ENSG00000184271	A0A1C7CYV8	unreviewed
ENSG00000184271	A0A1C7CYY7	unreviewed
ENSG00000184302	O95475	reviewed
ENSG00000184436	Q9BT49	reviewed
ENSG00000184481	P98177	reviewed
ENSG00000184486	P20265	reviewed
ENSG00000184492	Q9NU39	reviewed
ENSG00000184517	Q6P2D0	reviewed
ENSG00000184635	P35789	reviewed
ENSG00000184659	Q8WXT5	reviewed
ENSG00000184677	Q9NUA8	reviewed
ENSG00000184828	A1YPR0	reviewed
ENSG00000184895	Q05066	reviewed
ENSG00000184911	Q5HYR2	reviewed
ENSG00000184937	P19544	reviewed
ENSG00000184939	Q8TF47	reviewed
ENSG00000185002	Q8HWS3	reviewed
ENSG00000185022	Q9ULX9	reviewed
ENSG00000185122	Q00613	reviewed
ENSG00000185129	Q00577	reviewed
ENSG00000185155	Q9H2W2	reviewed
ENSG00000185177	Q96JC4	reviewed
ENSG00000185219	P59923	reviewed
ENSG00000185252	Q16587	reviewed
ENSG00000185278	Q5TC79	reviewed
ENSG00000185404	Q9H930	reviewed
ENSG00000185507	Q92985	reviewed
ENSG00000185513	Q9Y468	reviewed
ENSG00000185551	P24468	reviewed
ENSG00000185591	P08047	reviewed
ENSG00000185610	Q6ZNG2	reviewed
ENSG00000185630	P40424	reviewed
ENSG00000185650	Q07352	reviewed
ENSG00000185668	Q03052	reviewed
ENSG00000185669	Q3KNW1	reviewed
ENSG00000185670	Q9H5J0	reviewed
ENSG00000185697	P10243	reviewed
ENSG00000185730	Q9H7X3	reviewed
ENSG00000185811	Q13422	reviewed
ENSG00000185869	Q3KNS6	reviewed
ENSG00000185947	Q14586	reviewed
ENSG00000185960	O15266	reviewed
ENSG00000186017	Q969W8	reviewed
ENSG00000186020	Q6P280	reviewed
ENSG00000186026	Q2VY69	reviewed
ENSG00000186051	Q16559	reviewed
ENSG00000186103	A6NJG6	reviewed
ENSG00000186130	Q15916	reviewed
ENSG00000186230	O43361	reviewed
ENSG00000186272	P17021	reviewed
ENSG00000186300	Q8NEP9	reviewed
ENSG00000186350	P19793	reviewed
ENSG00000186376	P51815	reviewed
ENSG00000186416	O15226	reviewed
ENSG00000186446	Q96CX3	reviewed
ENSG00000186448	O14709	reviewed
ENSG00000186487	Q9UL68	reviewed
ENSG00000186496	Q96N95	reviewed
ENSG00000186564	O60548	reviewed
ENSG00000186660	Q96JP5	reviewed
ENSG00000186766	Q6ZQN5	reviewed
ENSG00000186777	B4DXR9	reviewed
ENSG00000186790	Q13461	reviewed
ENSG00000186812	Q8NF99	reviewed
ENSG00000186814	Q86W11	reviewed
ENSG00000186918	Q9H8N7	reviewed
ENSG00000186951	Q07869	reviewed
ENSG00000187079	P28347	reviewed
ENSG00000187098	O75030	reviewed
ENSG00000187140	Q9UJU5	reviewed
ENSG00000187187	Q86UE3	reviewed
ENSG00000187559	Q6VB84	reviewed
ENSG00000187607	Q9HBT8	reviewed
ENSG00000187626	Q969J2	reviewed
ENSG00000187634	Q96NU1	reviewed
ENSG00000187772	Q6ZN17	reviewed
ENSG00000187792	Q9UC06	reviewed
ENSG00000187801	Q9UJL9	reviewed
ENSG00000187815	Q49AA0	reviewed
ENSG00000187821	A6NFD8	reviewed
ENSG00000187855	Q6XD76	reviewed
ENSG00000187987	Q3MJ62	reviewed
ENSG00000188033	Q9ULM2	reviewed
ENSG00000188070	C9JLR9	reviewed
ENSG00000188095	Q0VG99	reviewed
ENSG00000188171	Q68DY1	reviewed
ENSG00000188227	Q6ZN11	reviewed
ENSG00000188283	Q8NA42	reviewed
ENSG00000188290	Q9HCC6	reviewed
ENSG00000188295	Q96BR6	reviewed
ENSG00000188313	O15162	reviewed
ENSG00000188321	Q9BR84	reviewed
ENSG00000188620	A6NHT5	reviewed
ENSG00000188629	Q13360	reviewed
ENSG00000188785	Q8NEK5	reviewed
ENSG00000188786	Q14872	reviewed
ENSG00000188816	A2RU54	reviewed
ENSG00000188868	Q8TA94	reviewed
ENSG00000188909	Q3C1V8	reviewed
ENSG00000188994	O60281	reviewed
ENSG00000189042	Q8N184	reviewed
ENSG00000189067	Q99732	reviewed
ENSG00000189079	Q68CP9	reviewed
ENSG00000189120	Q3SY56	reviewed
ENSG00000189144	Q86YE8	reviewed
ENSG00000189164	Q8NB42	reviewed
ENSG00000189180	Q06730	reviewed
ENSG00000189190	Q6ZNG1	reviewed
ENSG00000189298	Q9BRR0	reviewed
ENSG00000189299	Q6PJQ5	reviewed
ENSG00000189403	P09429	reviewed
ENSG00000189420	A6NM28	reviewed
ENSG00000196081	A8MTY0	reviewed
ENSG00000196092	Q02548	reviewed
ENSG00000196109	Q8N7Q3	reviewed
ENSG00000196110	Q32M78	reviewed
ENSG00000196132	Q01538	reviewed
ENSG00000196150	P15622	reviewed
ENSG00000196152	Q15937	reviewed
ENSG00000196172	Q96N22	reviewed
ENSG00000196214	Q5HY98	reviewed
ENSG00000196233	Q96JN0	reviewed
ENSG00000196247	Q9UII5	reviewed
ENSG00000196263	Q9BX82	reviewed
ENSG00000196267	Q6ZNA1	reviewed
ENSG00000196268	Q6ZR52	reviewed
ENSG00000196275	Q86UP8	reviewed
ENSG00000196323	Q8NCP5	reviewed
ENSG00000196345	Q9P0L1	reviewed
ENSG00000196350	A6NN14	reviewed
ENSG00000196357	Q8N9K5	reviewed
ENSG00000196378	Q8IZ26	reviewed
ENSG00000196387	P52738	reviewed
ENSG00000196391	Q6NX45	reviewed
ENSG00000196417	Q7L2R6	reviewed
ENSG00000196418	Q15973	reviewed
ENSG00000196428	O75157	reviewed
ENSG00000196437	Q5MCW4	reviewed
ENSG00000196453	Q9ULD5	reviewed
ENSG00000196456	Q96BV0	reviewed
ENSG00000196458	Q86T29	reviewed
ENSG00000196460	Q6ZV50	reviewed
ENSG00000196466	Q96GE5	reviewed
ENSG00000196482	P62508	reviewed
ENSG00000196498	Q9Y618	reviewed
ENSG00000196597	Q6ZMW2	reviewed
ENSG00000196605	Q147U1	reviewed
ENSG00000196628	P15884	reviewed
ENSG00000196646	P52737	reviewed
ENSG00000196652	Q9Y2L8	reviewed
ENSG00000196653	Q8TBZ5	reviewed
ENSG00000196670	Q8NB50	reviewed
ENSG00000196693	Q06732	reviewed
ENSG00000196700	Q96KM6	reviewed
ENSG00000196705	Q8TF32	reviewed
ENSG00000196724	Q8TF45	reviewed
ENSG00000196757	Q9H0M5	reviewed
ENSG00000196767	A0A2R8Y739	unreviewed
ENSG00000196793	Q16600	reviewed
ENSG00000196812	Q9H4T2	reviewed
ENSG00000196843	Q03989	reviewed
ENSG00000196867	Q8NHY6	reviewed
ENSG00000196946	Q6ZN79	reviewed
ENSG00000196967	Q6P3V2	reviewed
ENSG00000197008	P52744	reviewed
ENSG00000197013	Q86V71	reviewed
ENSG00000197016	Q6ECI4	reviewed
ENSG00000197020	Q8IYN0	reviewed
ENSG00000197024	Q8TD17	reviewed
ENSG00000197037	Q6NSZ9	reviewed
ENSG00000197044	Q8N8Z8	reviewed
ENSG00000197050	Q8TAQ5	reviewed
ENSG00000197054	Q0D2J5	reviewed
ENSG00000197062	Q16670	reviewed
ENSG00000197063	O15525	reviewed
ENSG00000197114	Q8N5A5	reviewed
ENSG00000197123	Q8IYX0	reviewed
