From	Entry	Reviewed
ENSG00000178917	A0AA34QVT6	unreviewed
ENSG00000178917	A0AAQ5BIJ2	unreviewed
ENSG00000178917	A0AAQ5BIJ6	unreviewed
ENSG00000184635	P35789	reviewed
ENSG00000184635	K7EPG7	unreviewed
ENSG00000184635	K7EPV7	unreviewed
ENSG00000184635	K7EQ36	unreviewed
ENSG00000184635	K7ES58	unreviewed
ENSG00000186446	Q96CX3	reviewed
ENSG00000177606	P05412	reviewed
ENSG00000177606	A0AA34QVR9	unreviewed
ENSG00000113658	Q99717	reviewed
ENSG00000113658	D6R9D4	unreviewed
ENSG00000113658	D6RBB4	unreviewed
ENSG00000113658	D6RIZ9	unreviewed
ENSG00000113658	H0YAK7	unreviewed
ENSG00000113658	H0YAM3	unreviewed
ENSG00000110693	P35712	reviewed
ENSG00000110693	E9PN02	unreviewed
ENSG00000110693	E9PQ67	unreviewed
ENSG00000110693	E9PQ78	unreviewed
ENSG00000110693	E9PQL4	unreviewed
ENSG00000263001	P78347	reviewed
ENSG00000263001	A0A494C013	unreviewed
ENSG00000263001	A0A494C0Q7	unreviewed
ENSG00000263001	A0A494C1K3	unreviewed
ENSG00000263001	A0A8I5KVB5	unreviewed
ENSG00000263001	C9J6M0	unreviewed
ENSG00000144655	Q96S65	reviewed
ENSG00000134438	Q9Y2V3	reviewed
ENSG00000134438	G3V2C8	unreviewed
ENSG00000187855	Q6XD76	reviewed
ENSG00000168348	Q96T92	reviewed
ENSG00000102974	P49711	reviewed
ENSG00000102974	A0A2R8Y595	unreviewed
ENSG00000102974	A0A2R8Y6C1	unreviewed
ENSG00000102974	A0A2R8Y6Z6	unreviewed
ENSG00000102974	A0A2R8YFL0	unreviewed
ENSG00000168310	P14316	reviewed
ENSG00000168310	A0A8Q3SIV4	unreviewed
ENSG00000168310	A0A8Q3SIZ2	unreviewed
ENSG00000168310	A0A8Q3SIZ8	unreviewed
ENSG00000168310	A0A8Q3SJ30	unreviewed
ENSG00000168310	D6R9N5	unreviewed
ENSG00000168310	D6RB08	unreviewed
ENSG00000168310	D6RED1	unreviewed
ENSG00000168310	H0Y956	unreviewed
ENSG00000168310	K4DIA4	unreviewed
ENSG00000168310	K4DIA5	unreviewed
ENSG00000172273	Q9BQA5	reviewed
ENSG00000172273	E9PJA3	unreviewed
ENSG00000172273	E9PL67	unreviewed
ENSG00000140548	Q8N1W2	reviewed
ENSG00000140548	H0YKZ0	unreviewed
ENSG00000140548	H0YLC4	unreviewed
ENSG00000140548	H0YLZ7	unreviewed
ENSG00000109851	A6NMT0	reviewed
ENSG00000169635	Q96JB3	reviewed
ENSG00000140968	Q02556	reviewed
ENSG00000140968	A0A8Q3SJ00	unreviewed
ENSG00000140968	A0A8Q3SJ42	unreviewed
ENSG00000140968	H3BNX4	unreviewed
ENSG00000140968	H3BQF9	unreviewed
ENSG00000140968	H3BQH6	unreviewed
ENSG00000140968	H3BQK3	unreviewed
ENSG00000140968	H3BRT4	unreviewed
ENSG00000140968	H3BT31	unreviewed
ENSG00000140968	H3BVC2	unreviewed
ENSG00000160685	O15156	reviewed
ENSG00000018869	Q96NG8	reviewed
ENSG00000018869	A0A075B771	unreviewed
ENSG00000018869	A0A075B772	unreviewed
ENSG00000018869	K7EKI7	unreviewed
ENSG00000018869	K7ESE7	unreviewed
ENSG00000186448	O14709	reviewed
ENSG00000186448	C9JQH5	unreviewed
ENSG00000186448	F8WEU5	unreviewed
ENSG00000050344	Q9Y4A8	reviewed
ENSG00000050344	U3KQ19	unreviewed
ENSG00000132010	P17024	reviewed
ENSG00000132010	C9JIP4	unreviewed
ENSG00000132010	F8WDZ5	unreviewed
ENSG00000132010	M0QYR3	unreviewed
ENSG00000124216	O95863	reviewed
ENSG00000162714	Q96IT1	reviewed
ENSG00000162714	A0A0C4DGR5	unreviewed
ENSG00000198026	Q9H4Z2	reviewed
ENSG00000077092	P10826	reviewed
ENSG00000077092	A0A8I5KNZ0	unreviewed
ENSG00000077092	A0A8I5KQX3	unreviewed
ENSG00000077092	A0A8I5KSR9	unreviewed
ENSG00000077092	A0A8I5KUH8	unreviewed
ENSG00000077092	A0A8I5KVJ9	unreviewed
ENSG00000077092	A0A8I5KVN9	unreviewed
ENSG00000077092	A0A8I5KVP8	unreviewed
ENSG00000077092	A0A8I5KWP3	unreviewed
ENSG00000077092	A0A8I5KXD0	unreviewed
ENSG00000077092	A0A8I5KXT3	unreviewed
ENSG00000077092	D6RBI3	unreviewed
ENSG00000184517	Q6P2D0	reviewed
ENSG00000184517	H3BM94	unreviewed
ENSG00000184517	H3BV40	unreviewed
ENSG00000184517	J3KNQ1	unreviewed
ENSG00000160113	P10588	reviewed
ENSG00000160113	M0R175	unreviewed
ENSG00000177045	Q8N196	reviewed
ENSG00000177045	H0YLF6	unreviewed
ENSG00000177045	H0YLK1	unreviewed
ENSG00000159086	Q9Y5B6	reviewed
ENSG00000159086	H7BZC8	unreviewed
ENSG00000159086	H7C2W4	unreviewed
ENSG00000234284	B4DU55	reviewed
ENSG00000234284	E5RGZ8	unreviewed
ENSG00000234284	E5RI37	unreviewed
ENSG00000234284	E5RJY9	unreviewed
ENSG00000196670	Q8NB50	reviewed
ENSG00000196670	D6R9C0	unreviewed
ENSG00000196670	D6RBG3	unreviewed
ENSG00000196670	D6RCF6	unreviewed
ENSG00000078399	P31269	reviewed
ENSG00000078399	A0A669K9T0	unreviewed
ENSG00000078399	A0A669KBC8	unreviewed
ENSG00000078399	A8MVF3	unreviewed
ENSG00000008441	Q14938	reviewed
ENSG00000008441	A0A087WXP2	unreviewed
ENSG00000008441	A0A8I5KYE6	unreviewed
ENSG00000008441	A0A8J8YL86	unreviewed
ENSG00000008441	B4DHW2	unreviewed
ENSG00000008441	C9JWJ8	unreviewed
ENSG00000008441	K7EJB0	unreviewed
ENSG00000008441	K7EKH0	unreviewed
ENSG00000008441	K7EMQ5	unreviewed
ENSG00000008441	K7EN08	unreviewed
ENSG00000008441	K7EPU2	unreviewed
ENSG00000008441	K7ESG9	unreviewed
ENSG00000125618	Q06710	reviewed
ENSG00000125618	A0A140TA56	unreviewed
ENSG00000125618	A0A7P0T907	unreviewed
ENSG00000125618	G3V3F3	unreviewed
ENSG00000125618	H0YJD1	unreviewed
ENSG00000125618	H0YJZ5	unreviewed
ENSG00000159917	Q14590	reviewed
ENSG00000159917	K7EKI9	unreviewed
ENSG00000159917	K7EL19	unreviewed
ENSG00000159917	K7ES94	unreviewed
ENSG00000159917	K7ESF8	unreviewed
ENSG00000049768	Q9BZS1	reviewed
ENSG00000049768	A0A494BZV0	unreviewed
ENSG00000049768	A0A494C0B0	unreviewed
ENSG00000049768	A0A804HK12	unreviewed
ENSG00000049768	B7ZLG1	unreviewed
ENSG00000150907	Q12778	reviewed
ENSG00000105610	Q13351	reviewed
ENSG00000048405	Q2TB10	reviewed
ENSG00000048405	C9JHX9	unreviewed
ENSG00000048405	C9JLY3	unreviewed
ENSG00000048405	C9K0M9	unreviewed
ENSG00000142539	M0R3H8	unreviewed
ENSG00000178662	Q8WYN3	reviewed
ENSG00000178662	B8ZZD9	unreviewed
ENSG00000178662	E7EN18	unreviewed
ENSG00000178662	J3KQ49	unreviewed
ENSG00000161551	Q9BSK1	reviewed
ENSG00000161551	A0A1W2PPU1	unreviewed
ENSG00000161551	A0A1W2PPW0	unreviewed
ENSG00000161551	A0A1W2PQ54	unreviewed
ENSG00000161551	A0A1W2PRB6	unreviewed
ENSG00000161551	A0A1W2PRW0	unreviewed
ENSG00000161551	A0A1W2PRX5	unreviewed
ENSG00000161551	A0A1W2PS72	unreviewed
ENSG00000286098	A0A494C069	unreviewed
ENSG00000186300	Q8NEP9	reviewed
ENSG00000186300	K7ENK0	unreviewed
ENSG00000066827	Q9P243	reviewed
ENSG00000066827	E5RGN2	unreviewed
ENSG00000066827	E5RH37	unreviewed
ENSG00000066827	E5RJL9	unreviewed
ENSG00000066827	E5RJT2	unreviewed
ENSG00000066827	E9PBN4	unreviewed
ENSG00000066827	F8W7M8	unreviewed
ENSG00000066827	H0YBJ1	unreviewed
ENSG00000066827	H0YC51	unreviewed
ENSG00000158711	P28324	reviewed
ENSG00000158711	A0A087X2F7	unreviewed
ENSG00000092067	Q15744	reviewed
ENSG00000177485	Q86T24	reviewed
ENSG00000126351	P10827	reviewed
ENSG00000126351	J3KTF3	unreviewed
ENSG00000126351	J3QR26	unreviewed
ENSG00000126351	J3QRA9	unreviewed
ENSG00000126351	J3QRW5	unreviewed
ENSG00000179456	Q99592	reviewed
ENSG00000179456	A0A8Q3WLD9	unreviewed
ENSG00000179456	A0A8Q3WLX6	unreviewed
ENSG00000179456	A0A8V8TM03	unreviewed
ENSG00000131115	Q86WZ6	reviewed
ENSG00000131115	K7EIL7	unreviewed
ENSG00000131115	K7EIR9	unreviewed
ENSG00000131115	K7EJ92	unreviewed
ENSG00000131115	K7ELS1	unreviewed
ENSG00000131115	K7EPR2	unreviewed
ENSG00000185219	P59923	reviewed
ENSG00000119547	O95948	reviewed
ENSG00000283697	A0A1B0GWH4	reviewed
ENSG00000125952	P61244	reviewed
ENSG00000125952	A0A494C130	unreviewed
ENSG00000125952	G3V2N4	unreviewed
ENSG00000125952	G3V2R5	unreviewed
ENSG00000125952	G3V302	unreviewed
ENSG00000125952	G3V563	unreviewed
ENSG00000125952	G3V570	unreviewed
ENSG00000125952	G3V5L1	unreviewed
ENSG00000125952	Q6V3B1	unreviewed
ENSG00000109906	Q05516	reviewed
ENSG00000109906	A0A0S2Z4J5	unreviewed
ENSG00000109906	A0A804HIC1	unreviewed
ENSG00000109906	A0A804HJ45	unreviewed
ENSG00000109906	F5H6C3	unreviewed
ENSG00000109906	H0YGW2	unreviewed
ENSG00000136451	Q14119	reviewed
ENSG00000136451	J3QLN5	unreviewed
ENSG00000136451	J3QSH4	unreviewed
ENSG00000136451	J9JIC7	unreviewed
ENSG00000188620	A6NHT5	reviewed
ENSG00000185177	Q96JC4	reviewed
ENSG00000204366	Q9Y330	reviewed
ENSG00000128652	P31249	reviewed
ENSG00000128652	C9J1M3	unreviewed
ENSG00000088881	Q9BQW3	reviewed
ENSG00000088881	A0A0A0MSW2	unreviewed
ENSG00000088881	A0A6I8PL90	unreviewed
ENSG00000088881	A0A6I8PR97	unreviewed
ENSG00000088881	A0A6I8PRX3	unreviewed
ENSG00000088881	E9PEI2	unreviewed
ENSG00000196092	Q02548	reviewed
ENSG00000196092	C0KTE2	unreviewed
ENSG00000196092	E7EQT0	unreviewed
ENSG00000196092	E7ERK2	unreviewed
ENSG00000196092	E7ERW5	unreviewed
ENSG00000196092	E7ES87	unreviewed
ENSG00000196092	H0YB47	unreviewed
ENSG00000198482	Q8N4W9	reviewed
ENSG00000198482	C9IZE3	unreviewed
ENSG00000198482	C9J0J5	unreviewed
ENSG00000198482	C9J871	unreviewed
ENSG00000198482	C9JVX0	unreviewed
ENSG00000186026	Q2VY69	reviewed
ENSG00000278318	Q9UJW7	reviewed
ENSG00000278318	A0A087WVZ7	unreviewed
ENSG00000278318	A0A087X068	unreviewed
ENSG00000278318	K7EIU9	unreviewed
ENSG00000102984	O75541	reviewed
ENSG00000102984	A0A087WXX1	unreviewed
ENSG00000102984	A0A0C4DH12	unreviewed
ENSG00000102984	H3BPS7	unreviewed
ENSG00000102984	H3BQE4	unreviewed
ENSG00000102984	H3BR59	unreviewed
ENSG00000102984	H3BR75	unreviewed
ENSG00000102984	H3BRD6	unreviewed
ENSG00000102984	H3BS68	unreviewed
ENSG00000102984	H3BTZ4	unreviewed
ENSG00000102984	H3BVG7	unreviewed
ENSG00000108788	Q9UH92	reviewed
ENSG00000108788	K7EID0	unreviewed
ENSG00000185507	Q92985	reviewed
ENSG00000185507	A0A3B3ISC0	unreviewed
ENSG00000185507	A0A3B3ISS4	unreviewed
ENSG00000185507	A0A3B3ITQ5	unreviewed
ENSG00000185507	E9PIA7	unreviewed
ENSG00000185507	M9RSF4	unreviewed
ENSG00000109705	P78367	reviewed
ENSG00000137166	Q8IVH2	reviewed
ENSG00000137166	B7ZBM3	unreviewed
ENSG00000116044	Q16236	reviewed
ENSG00000116044	A0A8V8TN14	unreviewed
ENSG00000116044	A0A8V8TN31	unreviewed
ENSG00000116044	A0A8V8TN40	unreviewed
ENSG00000116044	A0A8V8TN41	unreviewed
ENSG00000116044	A0A8V8TN51	unreviewed
ENSG00000116044	A0A8V8TN85	unreviewed
ENSG00000116044	A0A8V8TND9	unreviewed
ENSG00000116044	A0A8V8TNI6	unreviewed
ENSG00000116044	A0A8V8TNJ6	unreviewed
ENSG00000116044	A0A8V8TNM0	unreviewed
ENSG00000116044	A0A8V8TNM5	unreviewed
ENSG00000116044	A0A8V8TNQ8	unreviewed
ENSG00000116044	A0A8V8TNS1	unreviewed
ENSG00000116044	A0A8V8TPA8	unreviewed
ENSG00000116044	A0A8V8TPC8	unreviewed
ENSG00000116044	A0A8V8TPF0	unreviewed
ENSG00000116044	A0A8V8TPF4	unreviewed
ENSG00000116044	A0A8V8TPI5	unreviewed
ENSG00000116044	A0A8V8TPL6	unreviewed
ENSG00000116044	A0A8V8TPM0	unreviewed
ENSG00000116044	A0A8V8TPN5	unreviewed
ENSG00000116044	A0A8V8TPT8	unreviewed
ENSG00000116044	A0A8V8TPX0	unreviewed
ENSG00000116044	A0A8V8TQ20	unreviewed
ENSG00000116044	C9J0Y1	unreviewed
ENSG00000116044	C9J1A8	unreviewed
ENSG00000116044	H7C498	unreviewed
ENSG00000116044	K7EIW5	unreviewed
ENSG00000116044	K7ER33	unreviewed
ENSG00000176160	Q4G112	reviewed
ENSG00000172006	Q86TJ5	reviewed
ENSG00000172006	K7EIR8	unreviewed
ENSG00000172006	K7EQV8	unreviewed
ENSG00000198105	Q8NDW4	reviewed
ENSG00000198105	A0A087WTK3	unreviewed
ENSG00000198105	B1AL40	unreviewed
ENSG00000198105	B1AL42	unreviewed
ENSG00000198105	S4R340	unreviewed
ENSG00000251192	Q2M3X9	reviewed
ENSG00000251192	A0A804HHU7	unreviewed
ENSG00000251192	E5RHV3	unreviewed
ENSG00000118260	P16220	reviewed
ENSG00000118260	C9J276	unreviewed
ENSG00000118260	C9J4L5	unreviewed
ENSG00000118260	C9J896	unreviewed
ENSG00000118260	C9JBT4	unreviewed
ENSG00000118260	C9JCI4	unreviewed
ENSG00000118260	E7EWP8	unreviewed
ENSG00000118260	H7C1R5	unreviewed
ENSG00000118260	H7C3I0	unreviewed
ENSG00000173673	Q5TGS1	reviewed
ENSG00000173673	A0A9L9PX90	unreviewed
ENSG00000169297	P51843	reviewed
ENSG00000169297	A6NNU8	unreviewed
ENSG00000092203	O94842	reviewed
ENSG00000092203	A0A669KA85	unreviewed
ENSG00000092203	A0A669KB71	unreviewed
ENSG00000092203	C9J919	unreviewed
ENSG00000092203	C9JNL1	unreviewed
ENSG00000092203	F8WBE8	unreviewed
ENSG00000092203	F8WC04	unreviewed
ENSG00000092203	F8WCL8	unreviewed
ENSG00000213676	Q99941	reviewed
ENSG00000213676	H0Y7D7	unreviewed
ENSG00000170549	P78414	reviewed
ENSG00000178951	O95365	reviewed
ENSG00000188994	O60281	reviewed
ENSG00000188994	A0A8V8TP18	unreviewed
ENSG00000188994	A0A8V8TPC9	unreviewed
ENSG00000188994	A0A8V8TPI9	unreviewed
ENSG00000188994	A0A8V8TQW3	unreviewed
ENSG00000188994	E5RJG2	unreviewed
ENSG00000188994	H0YAU0	unreviewed
ENSG00000188994	H0YB79	unreviewed
ENSG00000188994	J3KNV1	unreviewed
ENSG00000139352	P50553	reviewed
ENSG00000131408	P55055	reviewed
ENSG00000131408	M0QYE6	unreviewed
ENSG00000131408	M0QZF5	unreviewed
ENSG00000131408	M0R0K3	unreviewed
ENSG00000131408	M0R1V8	unreviewed
ENSG00000131408	M0R229	unreviewed
ENSG00000131408	M0R2F9	unreviewed
ENSG00000131408	M0R3A7	unreviewed
ENSG00000144218	P51826	reviewed
ENSG00000144218	A0A5F9ZHE5	unreviewed
ENSG00000144218	A0A5F9ZHH7	unreviewed
ENSG00000144218	A0A5F9ZHU9	unreviewed
ENSG00000144218	A0A5F9ZHV2	unreviewed
ENSG00000144218	A0A5F9ZHV9	unreviewed
ENSG00000144218	A0A5F9ZHZ1	unreviewed
ENSG00000144218	C9J622	unreviewed
ENSG00000144218	C9J847	unreviewed
ENSG00000144218	C9JC67	unreviewed
ENSG00000144218	C9JIB1	unreviewed
ENSG00000144218	C9JMS1	unreviewed
ENSG00000144218	C9JUC4	unreviewed
ENSG00000144218	C9JUY1	unreviewed
ENSG00000144218	C9JZ66	unreviewed
ENSG00000144218	H7C3W3	unreviewed
ENSG00000144218	H7C4C2	unreviewed
ENSG00000171116	Q9UBD0	reviewed
ENSG00000165556	Q99626	reviewed
ENSG00000197213	A6NJL1	reviewed
ENSG00000197213	K7EJD1	unreviewed
ENSG00000197213	K7ESD3	unreviewed
ENSG00000261678	Q9BWW7	reviewed
ENSG00000126746	Q8TF68	reviewed
ENSG00000126746	A0A804HJE2	unreviewed
ENSG00000126746	A0AA34QVS9	unreviewed
ENSG00000126746	E9PHB3	unreviewed
ENSG00000126746	F5GYZ1	unreviewed
ENSG00000126746	F5H0D6	unreviewed
ENSG00000126746	F5H105	unreviewed
ENSG00000126746	F5H3Z9	unreviewed
ENSG00000126746	F5H6N8	unreviewed
ENSG00000126746	F5H8L7	unreviewed
ENSG00000126746	R4GMR4	unreviewed
ENSG00000186230	O43361	reviewed
ENSG00000186230	C9J756	unreviewed
ENSG00000184271	A0A1B0GU61	unreviewed
ENSG00000184271	A0A1B0GVK9	unreviewed
ENSG00000184271	A0A1C7CYV8	unreviewed
ENSG00000184271	A0A1C7CYY7	unreviewed
ENSG00000169953	Q96LI6	reviewed
ENSG00000136574	P43694	reviewed
ENSG00000136574	A0A087WZ09	unreviewed
ENSG00000136574	B3KUF4	unreviewed
ENSG00000136574	B6DU75	unreviewed
ENSG00000136574	E9PKS4	unreviewed
ENSG00000136574	R4GND5	unreviewed
ENSG00000130803	Q96PQ6	reviewed
ENSG00000130803	K7EKT9	unreviewed
ENSG00000130803	K7ERD6	unreviewed
ENSG00000178860	O60682	reviewed
ENSG00000186951	Q07869	reviewed
ENSG00000186951	B0QYX1	unreviewed
ENSG00000186951	B0QYX2	unreviewed
ENSG00000186951	Q86SF0	unreviewed
ENSG00000170122	Q12950	reviewed
ENSG00000174428	Q6EKJ0	reviewed
ENSG00000174428	A0A087WW90	unreviewed
ENSG00000174428	A0A494C1N8	unreviewed
ENSG00000172687	Q8NE65	reviewed
ENSG00000172687	A0A804HJ59	unreviewed
ENSG00000172687	E9PE46	unreviewed
ENSG00000172687	M0R024	unreviewed
ENSG00000172687	M0R0N2	unreviewed
ENSG00000172687	M0R3I0	unreviewed
ENSG00000173757	P51692	reviewed
ENSG00000173757	A0A8V8TM84	unreviewed
ENSG00000173757	A0A8V8TM91	unreviewed
ENSG00000173757	A0A8V8TMA6	unreviewed
ENSG00000173757	A0A8V8TMP4	unreviewed
ENSG00000173757	A0A8V8TMQ6	unreviewed
ENSG00000173757	A0A8V8TMR0	unreviewed
ENSG00000173757	A0A8V8TP00	unreviewed
ENSG00000173757	A0A8V8TP16	unreviewed
ENSG00000173757	A0A8V8TP21	unreviewed
ENSG00000173757	C9J4I3	unreviewed
ENSG00000163884	Q9UIH9	reviewed
ENSG00000127903	Q9Y2P0	reviewed
ENSG00000127903	M0QYX0	unreviewed
ENSG00000162367	P17542	reviewed
ENSG00000182141	P17019	reviewed
ENSG00000182141	M0QYN4	unreviewed
ENSG00000182141	M0R1G3	unreviewed
ENSG00000182141	M0R2V2	unreviewed
ENSG00000109132	Q99453	reviewed
ENSG00000152284	Q9HCS4	reviewed
ENSG00000152284	C9JPE3	unreviewed
ENSG00000137709	Q9UKI9	reviewed
ENSG00000137709	E9PIN6	unreviewed
ENSG00000137709	H0YLC5	unreviewed
ENSG00000157514	Q99576	reviewed
ENSG00000157514	A0A8I5KT94	unreviewed
ENSG00000157514	D6R8Z7	unreviewed
ENSG00000157514	D6R9J1	unreviewed
ENSG00000157514	D6RAX8	unreviewed
ENSG00000157514	D6RBL1	unreviewed
ENSG00000157514	D6RCK9	unreviewed
ENSG00000157514	D6RD37	unreviewed
ENSG00000157514	D6RD92	unreviewed
ENSG00000157514	D6RDZ7	unreviewed
ENSG00000157514	D6RDZ9	unreviewed
ENSG00000157514	E7EWD5	unreviewed
ENSG00000157514	Q5JRJ0	unreviewed
ENSG00000153779	Q8IUE1	reviewed
ENSG00000113580	P04150	reviewed
ENSG00000113580	A0A494C0P1	unreviewed
ENSG00000113580	D6RDA9	unreviewed
ENSG00000113580	Q3MSN4	unreviewed
ENSG00000043039	Q9UMQ3	reviewed
ENSG00000170325	Q9NQV6	reviewed
ENSG00000170325	E9PIB4	unreviewed
ENSG00000170325	E9PLV1	unreviewed
ENSG00000170325	E9PS52	unreviewed
ENSG00000105497	Q9Y473	reviewed
ENSG00000105497	F5GZI7	unreviewed
ENSG00000105497	G3V1K8	unreviewed
ENSG00000105497	M0R013	unreviewed
ENSG00000054267	Q4LE39	reviewed
ENSG00000054267	H0Y7Y8	unreviewed
ENSG00000054267	H7C5R6	unreviewed
ENSG00000054267	X6RCR8	unreviewed
ENSG00000196458	Q86T29	reviewed
ENSG00000104903	P12980	reviewed
ENSG00000104903	K7ER61	unreviewed
ENSG00000227059	E9PGG2	reviewed
ENSG00000227059	A0A669KBG6	unreviewed
ENSG00000227059	A0A6E1YDD0	unreviewed
ENSG00000173276	Q9ULJ3	reviewed
ENSG00000173276	E7EVF9	unreviewed
ENSG00000173276	Q5KS07	unreviewed
ENSG00000103343	Q15697	reviewed
ENSG00000103343	I3L2H2	unreviewed
ENSG00000198455	P98169	reviewed
ENSG00000170265	Q9UDV7	reviewed
ENSG00000151612	Q17R98	reviewed
ENSG00000151612	A0A494C0H4	unreviewed
ENSG00000151612	A0A590UJE4	unreviewed
ENSG00000151612	A0A5F9ZGT0	unreviewed
ENSG00000151612	A0A5F9ZGW8	unreviewed
ENSG00000151612	A0A5F9ZHK5	unreviewed
ENSG00000151612	G5E9Z1	unreviewed
ENSG00000151612	H0Y9K9	unreviewed
ENSG00000151612	H0Y9M2	unreviewed
ENSG00000179922	Q8NCA9	reviewed
ENSG00000179922	K7EQ92	unreviewed
ENSG00000185730	Q9H7X3	reviewed
ENSG00000185730	E5RFI7	unreviewed
ENSG00000185730	E5RG39	unreviewed
ENSG00000185730	E5RH76	unreviewed
ENSG00000185730	E5RH99	unreviewed
ENSG00000185730	E5RJV3	unreviewed
ENSG00000131264	O14627	reviewed
ENSG00000198081	O43829	reviewed
ENSG00000198081	J3KRQ2	unreviewed
ENSG00000198081	J3QL74	unreviewed
ENSG00000198081	J3QLI2	unreviewed
ENSG00000009950	Q9NP71	reviewed
ENSG00000009950	A0A0C4DG26	unreviewed
ENSG00000009950	C9JDF5	unreviewed
ENSG00000009950	H7C1V3	unreviewed
ENSG00000153896	Q96NL3	reviewed
ENSG00000153896	A0A669KB57	unreviewed
ENSG00000153896	K7EJP3	unreviewed
ENSG00000172468	Q96LI6	reviewed
ENSG00000184828	A1YPR0	reviewed
ENSG00000184828	A0A1B0GXF8	unreviewed
ENSG00000184828	B2RG53	unreviewed
ENSG00000184828	B2RG63	unreviewed
ENSG00000184828	B2RG76	unreviewed
ENSG00000180787	Q96NJ6	reviewed
ENSG00000109381	Q15723	reviewed
ENSG00000109381	D6RGD9	unreviewed
ENSG00000109381	D6RHI1	unreviewed
ENSG00000066136	Q13952	reviewed
ENSG00000066136	A0A0A0MT00	unreviewed
ENSG00000066136	E9PI99	unreviewed
ENSG00000066136	E9PJA8	unreviewed
ENSG00000066136	E9PL11	unreviewed
ENSG00000066136	E9PQR2	unreviewed
ENSG00000066136	H0Y803	unreviewed
ENSG00000066136	Q5T6K5	unreviewed
ENSG00000066136	Q5T6K7	unreviewed
ENSG00000147118	P17025	reviewed
ENSG00000267022	K7ENM7	unreviewed
ENSG00000138136	P52954	reviewed
ENSG00000197576	Q00056	reviewed
ENSG00000197576	H0YHX3	unreviewed
ENSG00000041988	Q8WTV1	reviewed
ENSG00000041988	K7EIZ2	unreviewed
ENSG00000041988	R4GNH0	unreviewed
ENSG00000125798	Q9Y261	reviewed
ENSG00000181007	Q8N141	reviewed
ENSG00000181007	K7ERD5	unreviewed
ENSG00000125285	Q9Y651	reviewed
ENSG00000177463	P49116	reviewed
ENSG00000177463	C9J2Y1	unreviewed
ENSG00000177463	C9JKS0	unreviewed
ENSG00000177463	C9JMI6	unreviewed
ENSG00000177463	H7C3L1	unreviewed
ENSG00000177463	H7C3R1	unreviewed
ENSG00000187607	Q9HBT8	reviewed
ENSG00000187607	A8MTT8	unreviewed
ENSG00000187607	J3KRD3	unreviewed
ENSG00000187607	J3KRF9	unreviewed
ENSG00000187607	J3KRV6	unreviewed
ENSG00000187607	J3KSJ1	unreviewed
ENSG00000187607	J3KSW0	unreviewed
ENSG00000187607	J3QQV4	unreviewed
ENSG00000187607	K7ENW2	unreviewed
ENSG00000187607	K7EQ88	unreviewed
ENSG00000188816	A2RU54	reviewed
ENSG00000204920	Q12901	reviewed
ENSG00000204920	K7EJJ6	unreviewed
ENSG00000204920	K7ELA0	unreviewed
ENSG00000204920	K7ENV6	unreviewed
ENSG00000197008	P52744	reviewed
ENSG00000197008	A0A0A0MRG3	unreviewed
ENSG00000197008	A0A0A0MT90	unreviewed
ENSG00000197008	C9JHF6	unreviewed
ENSG00000197008	E7EWC5	unreviewed
ENSG00000197008	J3QSS9	unreviewed
ENSG00000136944	O60663	reviewed
ENSG00000175727	Q9HAP2	reviewed
ENSG00000175727	F5H0V4	unreviewed
ENSG00000175727	F5H321	unreviewed
ENSG00000175727	H0YGR9	unreviewed
ENSG00000181827	Q2KHR2	reviewed
ENSG00000181827	A0A8C8UYX0	unreviewed
ENSG00000181827	A0AAA9Y9D9	unreviewed
ENSG00000181827	H0YLX2	unreviewed
ENSG00000181827	H0YMH6	unreviewed
ENSG00000267680	Q9NZL3	reviewed
ENSG00000267680	K7EL24	unreviewed
ENSG00000267680	K7ENI7	unreviewed
ENSG00000083828	Q9NXT0	reviewed
ENSG00000083828	A0A494BZW3	unreviewed
ENSG00000083828	M0QZ99	unreviewed
ENSG00000083828	M0R166	unreviewed
ENSG00000083828	M0R336	unreviewed
ENSG00000178175	Q8N895	reviewed
ENSG00000178175	F8W732	unreviewed
ENSG00000177374	Q14526	reviewed
ENSG00000177374	I3L388	unreviewed
ENSG00000177374	K7ENQ1	unreviewed
ENSG00000177374	Q70SM2	unreviewed
ENSG00000177374	V9GYA4	unreviewed
ENSG00000060566	Q68CJ9	reviewed
ENSG00000204519	Q7Z340	reviewed
ENSG00000204519	M0R209	unreviewed
ENSG00000204519	M0R2M4	unreviewed
ENSG00000008196	Q92481	reviewed
ENSG00000008196	X6R4Y8	unreviewed
ENSG00000109101	O15353	reviewed
ENSG00000109101	J3KRT9	unreviewed
ENSG00000063515	O15499	reviewed
ENSG00000257923	P39880	reviewed
ENSG00000257923	Q13948	reviewed
ENSG00000257923	A0A2R8Y852	unreviewed
ENSG00000257923	A0A2R8Y8D0	unreviewed
ENSG00000257923	A0A2R8YDI1	unreviewed
ENSG00000005513	P57073	reviewed
ENSG00000005513	A0AAA9YHI0	unreviewed
ENSG00000005513	A0AAA9YHN4	unreviewed
ENSG00000005513	A0AAA9YHU3	unreviewed
ENSG00000149136	Q08945	reviewed
ENSG00000149136	A0A0U1RRK2	unreviewed
ENSG00000149136	E9PMD4	unreviewed
ENSG00000149136	E9PPZ7	unreviewed
ENSG00000085644	O14771	reviewed
ENSG00000085644	I3L1Z4	unreviewed
ENSG00000085644	I3L216	unreviewed
